TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,TRAVEL_ID,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_DAYS,MAIN_TRAVEL_MONTH,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RELATION_TYPE
e003259,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,나홀로 여행,e_e003259,2023-06-17,2023-06-18,대중교통 등,2,6,종묘,2,4.0,3.0,3.0,혼자
e003259,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,나홀로 여행,e_e003259,2023-06-17,2023-06-18,대중교통 등,2,6,청계천,7,4.0,5.0,5.0,혼자
e003259,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,나홀로 여행,e_e003259,2023-06-17,2023-06-18,대중교통 등,2,6,토성빌딩,4,4.0,3.0,4.0,혼자
e003259,1,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,나홀로 여행,e_e003259,2023-06-17,2023-06-18,대중교통 등,2,6,서울 빈티지,4,4.0,5.0,5.0,혼자
e001183,1,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,자녀 동반 여행,e_e001183,2023-05-27,2023-05-28,자가용,2,5,강촌레일파크 김유정역,13,5.0,4.0,5.0,가족
e001183,1,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,자녀 동반 여행,e_e001183,2023-05-27,2023-05-28,자가용,2,5,강촌레일파크 김유정역,13,5.0,4.0,5.0,가족
e001183,1,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,자녀 동반 여행,e_e001183,2023-05-27,2023-05-28,자가용,2,5,강촌레일파크 김유정역,13,5.0,4.0,5.0,가족
e001183,1,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,자녀 동반 여행,e_e001183,2023-05-27,2023-05-28,자가용,2,5,남이섬 가평 선착장,13,5.0,5.0,5.0,가족
e001183,1,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,자녀 동반 여행,e_e001183,2023-05-27,2023-05-28,자가용,2,5,남이섬 가평 선착장,13,5.0,5.0,5.0,가족
e001183,1,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,자녀 동반 여행,e_e001183,2023-05-27,2023-05-28,자가용,2,5,남이섬 가평 선착장,13,5.0,5.0,5.0,가족
e000042,1,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666666,2인 여행(가족 외),e_e000042,2023-05-01,2023-05-02,,2,5,휠 프렌즈,5,5.0,5.0,5.0,친구
e000042,1,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666666,2인 여행(가족 외),e_e000042,2023-05-01,2023-05-02,,2,5,수기 해변,2,4.0,4.0,4.0,친구
e000042,1,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666666,2인 여행(가족 외),e_e000042,2023-05-01,2023-05-02,,2,5,예단포둘레길,7,4.0,4.0,4.0,친구
e009858,0,0.5,0.0,0.0,1.0,1.0,0.8333333333333334,0.5,2인 여행(가족 외),e_e009858,2023-08-27,2023-08-28,자가용,2,8,차이나타운,2,4.0,4.0,4.0,친구
e009858,0,0.5,0.0,0.0,1.0,1.0,0.8333333333333334,0.5,2인 여행(가족 외),e_e009858,2023-08-27,2023-08-28,자가용,2,8,송월동 동화마을,4,4.0,4.0,5.0,친구
e009858,0,0.5,0.0,0.0,1.0,1.0,0.8333333333333334,0.5,2인 여행(가족 외),e_e009858,2023-08-27,2023-08-28,자가용,2,8,월미도,4,5.0,5.0,5.0,친구
e009858,0,0.5,0.0,0.0,1.0,1.0,0.8333333333333334,0.5,2인 여행(가족 외),e_e009858,2023-08-27,2023-08-28,자가용,2,8,신포국제시장,4,5.0,5.0,5.0,친구
e003311,0,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,2인 가족 여행,e_e003311,2023-06-24,2023-06-26,자가용,3,6,영녕릉 세종대왕유적지구 세종대왕릉,2,4.0,4.0,5.0,가족
e003311,0,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,2인 가족 여행,e_e003311,2023-06-24,2023-06-26,자가용,3,6,선밸리 호텔 워터파크,6,5.0,5.0,5.0,가족
e003311,0,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,2인 가족 여행,e_e003311,2023-06-24,2023-06-26,자가용,3,6,덕평 공룡 수목원,13,4.0,4.0,4.0,가족
e003618,1,0.25,0.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,2인 가족 여행,e_e003618,2023-06-24,2023-06-26,대중교통 등,3,6,미추홀공원,7,5.0,5.0,5.0,가족
e003618,1,0.25,0.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,2인 가족 여행,e_e003618,2023-06-24,2023-06-26,대중교통 등,3,6,송도 누리공원,7,5.0,5.0,5.0,가족
e003618,1,0.25,0.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,2인 가족 여행,e_e003618,2023-06-24,2023-06-26,대중교통 등,3,6,메가박스 송도,3,5.0,5.0,5.0,가족
e004878,1,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,나홀로 여행,e_e004878,2023-07-15,2023-07-16,대중교통 등,2,7,공간 와디즈,3,4.0,4.0,5.0,혼자
e004878,1,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,나홀로 여행,e_e004878,2023-07-15,2023-07-16,대중교통 등,2,7,샤넬 코드 컬러 팝업,3,4.0,2.0,3.0,혼자
e006153,0,0.25,0.0,0.5,0.3333333333333333,0.5,0.8333333333333334,1.0,자녀 동반 여행,e_e006153,2023-08-18,2023-08-20,자가용,3,8,오이도 빨강등대,4,4.0,4.0,4.0,가족
e006153,0,0.25,0.0,0.5,0.3333333333333333,0.5,0.8333333333333334,1.0,자녀 동반 여행,e_e006153,2023-08-18,2023-08-20,자가용,3,8,오이도 빨강등대,4,4.0,4.0,4.0,가족
e006153,0,0.25,0.0,0.5,0.3333333333333333,0.5,0.8333333333333334,1.0,자녀 동반 여행,e_e006153,2023-08-18,2023-08-20,자가용,3,8,오이도 빨강등대,4,3.0,3.0,3.0,가족
e006153,0,0.25,0.0,0.5,0.3333333333333333,0.5,0.8333333333333334,1.0,자녀 동반 여행,e_e006153,2023-08-18,2023-08-20,자가용,3,8,오이도 빨강등대,4,3.0,3.0,3.0,가족
e006153,0,0.25,0.0,0.5,0.3333333333333333,0.5,0.8333333333333334,1.0,자녀 동반 여행,e_e006153,2023-08-18,2023-08-20,자가용,3,8,웨이브 파크,6,3.0,3.0,3.0,가족
e006153,0,0.25,0.0,0.5,0.3333333333333333,0.5,0.8333333333333334,1.0,자녀 동반 여행,e_e006153,2023-08-18,2023-08-20,자가용,3,8,웨이브 파크,6,3.0,3.0,3.0,가족
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,AW 컨벤션,4,5.0,4.0,4.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,AW 컨벤션,4,5.0,4.0,4.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,AW 컨벤션,4,5.0,4.0,4.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,웨이브 파크,6,5.0,5.0,5.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,웨이브 파크,6,5.0,5.0,5.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,웨이브 파크,6,5.0,5.0,5.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,월곶포구,7,5.0,5.0,5.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,월곶포구,7,5.0,5.0,5.0,친구
e006221,0,0.25,0.0,0.0,0.8333333333333334,0.16666666666666666,0.5,0.6666666666666666,3인 이상 여행(가족 외),e_e006221,2023-08-19,2023-08-21,자가용,3,8,월곶포구,7,5.0,5.0,5.0,친구
e010636,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3인 이상 여행(가족 외),e_e010636,2023-08-24,2023-08-25,자가용,2,8,수주문학관,3,5.0,4.0,5.0,친구
e010636,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3인 이상 여행(가족 외),e_e010636,2023-08-24,2023-08-25,자가용,2,8,수주문학관,3,5.0,4.0,5.0,친구
e010636,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3인 이상 여행(가족 외),e_e010636,2023-08-24,2023-08-25,자가용,2,8,가톨릭대학교 성심교정 김수환관,12,5.0,5.0,5.0,친구
e010636,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3인 이상 여행(가족 외),e_e010636,2023-08-24,2023-08-25,자가용,2,8,가톨릭대학교 성심교정 김수환관,12,5.0,5.0,5.0,친구
e010636,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3인 이상 여행(가족 외),e_e010636,2023-08-24,2023-08-25,자가용,2,8,부천 활 박물관,2,5.0,5.0,5.0,친구
e010636,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3인 이상 여행(가족 외),e_e010636,2023-08-24,2023-08-25,자가용,2,8,부천 활 박물관,2,5.0,5.0,5.0,친구
e003678,1,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,2인 가족 여행,e_e003678,2023-06-24,2023-06-25,자가용,2,6,롯데 프리미엄 아울렛 타임 빌라스,4,4.0,4.0,5.0,가족
e003678,1,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,2인 가족 여행,e_e003678,2023-06-24,2023-06-25,자가용,2,6,과천소망교회,7,3.0,2.0,3.0,가족
e001125,0,0.25,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,2인 가족 여행,e_e001125,2023-05-26,2023-05-30,자가용,5,5,연우 살롱,12,5.0,5.0,5.0,가족
e001125,0,0.25,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,2인 가족 여행,e_e001125,2023-05-26,2023-05-30,자가용,5,5,더 컨벤션 영등포점,3,5.0,5.0,5.0,가족
e001125,0,0.25,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,2인 가족 여행,e_e001125,2023-05-26,2023-05-30,자가용,5,5,신세계백화점 강남점,3,5.0,5.0,5.0,가족
e001125,0,0.25,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,2인 가족 여행,e_e001125,2023-05-26,2023-05-30,자가용,5,5,신세계백화점 강남점 퍼스트 라운지,3,5.0,5.0,5.0,가족
e001125,0,0.25,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,2인 가족 여행,e_e001125,2023-05-26,2023-05-30,자가용,5,5,롯데백화점 평촌점 라운지,3,5.0,5.0,5.0,가족
e001125,0,0.25,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,2인 가족 여행,e_e001125,2023-05-26,2023-05-30,자가용,5,5,포유 FUN 케어센터 스크린골프,5,5.0,5.0,5.0,가족
e006069,1,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,부모 동반 여행,e_e006069,2023-08-01,2023-08-03,자가용,3,8,제이드가든 수목원,1,5.0,5.0,5.0,가족
e006069,1,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,부모 동반 여행,e_e006069,2023-08-01,2023-08-03,자가용,3,8,제이드가든 수목원,1,5.0,5.0,5.0,가족
e006069,1,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,부모 동반 여행,e_e006069,2023-08-01,2023-08-03,자가용,3,8,제이드가든 수목원,1,5.0,5.0,5.0,가족
e006069,1,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,부모 동반 여행,e_e006069,2023-08-01,2023-08-03,자가용,3,8,두물머리,1,5.0,5.0,5.0,가족
e006069,1,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,부모 동반 여행,e_e006069,2023-08-01,2023-08-03,자가용,3,8,두물머리,1,5.0,5.0,5.0,가족
e006069,1,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,부모 동반 여행,e_e006069,2023-08-01,2023-08-03,자가용,3,8,두물머리,1,5.0,5.0,5.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,트레이더스 홀세일 클럽 하남점,4,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,트레이더스 홀세일 클럽 하남점,4,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,트레이더스 홀세일 클럽 하남점,4,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,아이언 수상 레저,13,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,아이언 수상 레저,13,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,아이언 수상 레저,13,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,남이섬,1,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,남이섬,1,3.0,3.0,3.0,가족
e004506,1,0.0,0.5,0.0,0.0,0.0,1.0,1.0,부모 동반 여행,e_e004506,2023-08-05,2023-08-07,자가용,3,8,남이섬,1,3.0,3.0,3.0,가족
e006849,0,1.0,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 가족 여행,e_e006849,2023-08-14,2023-08-15,,2,8,석촌호수 동호,7,4.0,4.0,4.0,가족
e006849,0,1.0,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,2인 가족 여행,e_e006849,2023-08-14,2023-08-15,,2,8,두물머리,1,4.0,4.0,5.0,가족
e007137,0,0.5,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,2인 여행(가족 외),e_e007137,2023-08-13,2023-08-14,자가용,2,8,아르카 북스 책방,4,4.0,4.0,4.0,친구
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,실학박물관,2,4.0,4.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,실학박물관,2,4.0,4.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,실학박물관,2,4.0,4.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,양평 유아숲 체험원,13,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,양평 유아숲 체험원,13,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,양평 유아숲 체험원,13,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,쉬자 파크 발목 풀장,6,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,쉬자 파크 발목 풀장,6,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,쉬자 파크 발목 풀장,6,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,천운봉주유소,12,4.0,4.0,4.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,천운봉주유소,12,4.0,4.0,4.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,천운봉주유소,12,4.0,4.0,4.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,쉬자 파크,7,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,쉬자 파크,7,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,쉬자 파크,7,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,양평 유아숲 체험원,13,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,양평 유아숲 체험원,13,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,양평 유아숲 체험원,13,5.0,5.0,5.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,대박 주유소,12,4.0,4.0,4.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,대박 주유소,12,4.0,4.0,4.0,가족
e000375,1,0.5,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.6666666666666666,자녀 동반 여행,e_e000375,2023-06-03,2023-06-05,자가용,3,6,대박 주유소,12,4.0,4.0,4.0,가족
e000747,1,0.5,0.5,0.0,1.0,0.5,1.0,0.0,3인 이상 여행(가족 외),e_e000747,2023-05-20,2023-05-22,자가용,3,5,현등사,2,5.0,4.0,4.0,친구
e000747,1,0.5,0.5,0.0,1.0,0.5,1.0,0.0,3인 이상 여행(가족 외),e_e000747,2023-05-20,2023-05-22,자가용,3,5,현등사,2,5.0,4.0,4.0,친구
e000747,1,0.5,0.5,0.0,1.0,0.5,1.0,0.0,3인 이상 여행(가족 외),e_e000747,2023-05-20,2023-05-22,자가용,3,5,현등사,2,5.0,4.0,4.0,가족
e000747,1,0.5,0.5,0.0,1.0,0.5,1.0,0.0,3인 이상 여행(가족 외),e_e000747,2023-05-20,2023-05-22,자가용,3,5,현등사,2,5.0,4.0,4.0,친구
e000747,1,0.5,0.5,0.0,1.0,0.5,1.0,0.0,3인 이상 여행(가족 외),e_e000747,2023-05-20,2023-05-22,자가용,3,5,현등사,2,5.0,4.0,4.0,친구
e000747,1,0.5,0.5,0.0,1.0,0.5,1.0,0.0,3인 이상 여행(가족 외),e_e000747,2023-05-20,2023-05-22,자가용,3,5,현등사,2,5.0,4.0,4.0,가족
e007860,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2인 가족 여행,e_e007860,2023-08-20,2023-08-21,,2,8,텐밀리언,4,4.0,3.0,3.0,가족
e007860,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2인 가족 여행,e_e007860,2023-08-20,2023-08-21,,2,8,산다 프렌즈,4,4.0,3.0,3.0,가족
e007860,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2인 가족 여행,e_e007860,2023-08-20,2023-08-21,,2,8,수상한 흥신소,3,5.0,5.0,5.0,가족
e006922,0,0.5,0.6666666666666666,0.5,0.8333333333333334,0.0,0.6666666666666666,0.0,자녀 동반 여행,e_e006922,2023-08-26,2023-08-27,,2,8,서울랜드,6,5.0,5.0,5.0,가족
e006922,0,0.5,0.6666666666666666,0.5,0.8333333333333334,0.0,0.6666666666666666,0.0,자녀 동반 여행,e_e006922,2023-08-26,2023-08-27,,2,8,서울랜드,6,5.0,5.0,5.0,가족
e006922,0,0.5,0.6666666666666666,0.5,0.8333333333333334,0.0,0.6666666666666666,0.0,자녀 동반 여행,e_e006922,2023-08-26,2023-08-27,,2,8,서울랜드,6,5.0,5.0,5.0,가족
e009752,0,0.25,0.5,0.0,0.8333333333333334,0.8333333333333334,0.0,0.5,2인 여행(가족 외),e_e009752,2023-08-27,2023-08-28,자가용,2,8,삼막 애견공원,12,5.0,5.0,5.0,친구
e009752,0,0.25,0.5,0.0,0.8333333333333334,0.8333333333333334,0.0,0.5,2인 여행(가족 외),e_e009752,2023-08-27,2023-08-28,자가용,2,8,엔터식스 안양역점,4,5.0,5.0,5.0,친구
e009752,0,0.25,0.5,0.0,0.8333333333333334,0.8333333333333334,0.0,0.5,2인 여행(가족 외),e_e009752,2023-08-27,2023-08-28,자가용,2,8,안양예술공원,1,5.0,5.0,5.0,친구
e012180,1,0.5,0.0,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5,나홀로 여행,e_e012180,2023-08-30,2023-08-31,대중교통 등,2,8,갤러리 이즈,3,5.0,4.0,4.0,혼자
e012180,1,0.5,0.0,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5,나홀로 여행,e_e012180,2023-08-30,2023-08-31,대중교통 등,2,8,쌈지길,4,4.0,3.0,4.0,혼자
e012180,1,0.5,0.0,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5,나홀로 여행,e_e012180,2023-08-30,2023-08-31,대중교통 등,2,8,인사아트센터,3,4.0,5.0,5.0,혼자
e012180,1,0.5,0.0,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5,나홀로 여행,e_e012180,2023-08-30,2023-08-31,대중교통 등,2,8,종묘,2,5.0,5.0,5.0,혼자
e007883,0,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.5,2인 여행(가족 외),e_e007883,2023-08-31,2023-09-01,,2,8,중남미문화원,2,5.0,5.0,5.0,친구
e007883,0,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.5,2인 여행(가족 외),e_e007883,2023-08-31,2023-09-01,,2,8,스타필드 고양,4,3.0,5.0,5.0,친구
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,파주 프리미엄 아울렛,4,5.0,5.0,5.0,가족
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,파주 프리미엄 아울렛,4,5.0,5.0,5.0,가족
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,파주 프리미엄 아울렛,4,5.0,5.0,5.0,가족
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,이마트 파주점,4,4.0,3.0,3.0,가족
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,이마트 파주점,4,4.0,3.0,3.0,가족
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,이마트 파주점,4,4.0,3.0,3.0,가족
e000013,1,0.0,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,부모 동반 여행,e_e000013,2023-04-28,2023-04-30,,3,4,이케아 광명점,4,5.0,5.0,5.0,가족
