TRAVELER_ID,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_FREQ,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8
f016724,1,0.0,0,0,0.2727272727272727,0.45454545454545453,0.0392156862745098,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0
f001373,0,0.25,1,0,0.36363636363636365,0.36363636363636365,0.45098039215686275,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.6666666666666666
f015823,0,0.25,0,0,0.36363636363636365,0.36363636363636365,0.21568627450980393,0.16666666666666666,0.5,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666
f013861,0,0.5,1,0,0.2727272727272727,0.7272727272727273,0.45098039215686275,0.0,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,1.0
f002589,1,1.0,1,0,0.6363636363636364,1.0,0.45098039215686275,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334
f008725,1,0.0,0,0,0.18181818181818182,0.45454545454545453,0.6862745098039216,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334
f016727,0,0.0,0,1,0.0,0.36363636363636365,1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.6666666666666666
f016530,1,0.75,1,0,0.2727272727272727,0.6363636363636364,0.45098039215686275,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.8333333333333334
f004489,1,0.25,0,0,0.2727272727272727,0.45454545454545453,0.09803921568627451,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.5,0.8333333333333334
f013576,1,0.0,0,1,0.09090909090909091,0.5454545454545454,0.0392156862745098,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5
f015652,1,0.5,1,0,0.18181818181818182,0.6363636363636364,0.21568627450980393,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.5
f008560,0,1.0,1,0,0.18181818181818182,0.6363636363636364,0.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.5
f015551,0,0.75,1,0,0.9090909090909091,0.9090909090909091,0.45098039215686275,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333
f001413,0,0.5,1,0,0.09090909090909091,0.6363636363636364,0.058823529411764705,0.5,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
f007093,1,0.25,0,0,0.2727272727272727,0.36363636363636365,0.0,0.0,0.5,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334
f008181,0,0.25,0,0,0.2727272727272727,0.5454545454545454,0.21568627450980393,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
f009858,0,0.25,0,1,0.0,0.2727272727272727,0.0392156862745098,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334
f001423,1,0.25,1,0,0.09090909090909091,0.2727272727272727,0.21568627450980393,0.0,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666
f002010,1,0.0,1,0,0.2727272727272727,0.5454545454545454,0.45098039215686275,0.0,0.0,0.8333333333333334,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.5
f015907,0,0.75,1,0,0.7272727272727273,0.7272727272727273,0.45098039215686275,0.5,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.5
f011010,1,0.0,0,1,0.18181818181818182,0.5454545454545454,0.21568627450980393,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
f002739,1,0.5,1,0,0.5454545454545454,0.9090909090909091,0.21568627450980393,0.16666666666666666,0.0,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.0,0.5
f000684,1,0.0,0,0,0.2727272727272727,0.6363636363636364,0.21568627450980393,0.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334
f015358,0,0.0,0,0,0.36363636363636365,0.5454545454545454,0.058823529411764705,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333
f004782,0,0.25,0,0,0.2727272727272727,0.9090909090909091,0.0392156862745098,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334
f011599,0,0.75,1,0,0.6363636363636364,0.6363636363636364,0.21568627450980393,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
f000874,1,0.0,0,0,0.36363636363636365,0.9090909090909091,0.09803921568627451,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334
f000839,1,0.75,1,0,0.0,0.36363636363636365,0.0784313725490196,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5,0.5,0.0,1.0
f010340,0,0.0,0,0,0.2727272727272727,0.7272727272727273,0.21568627450980393,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.6666666666666666
f007561,1,0.0,0,1,0.0,0.5454545454545454,0.058823529411764705,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666
f006697,0,0.25,0,1,0.0,0.45454545454545453,0.058823529411764705,0.8333333333333334,0.0,0.5,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334,0.0
f006337,0,0.75,1,0,0.45454545454545453,1.0,0.45098039215686275,0.8333333333333334,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666
f016568,0,0.25,0,0,0.2727272727272727,0.9090909090909091,0.21568627450980393,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666
f000039,1,0.25,0,0,0.2727272727272727,0.5454545454545454,0.058823529411764705,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
f000926,1,0.5,1,0,0.45454545454545453,0.8181818181818182,0.45098039215686275,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666
f008544,0,0.5,1,0,0.6363636363636364,0.6363636363636364,0.0392156862745098,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666
f015303,1,0.5,0,0,0.36363636363636365,0.5454545454545454,1.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,1.0
f000320,0,0.5,1,0,0.2727272727272727,0.45454545454545453,0.6862745098039216,0.5,0.16666666666666666,0.0,0.8333333333333334,1.0,0.5,0.5,0.5
f015453,1,0.5,0,0,0.18181818181818182,0.2727272727272727,0.0392156862745098,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,1.0
f010664,1,0.25,0,0,0.2727272727272727,0.45454545454545453,0.11764705882352941,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
f002855,1,0.5,1,0,0.45454545454545453,0.8181818181818182,0.45098039215686275,0.3333333333333333,0.0,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,1.0,0.8333333333333334
f011000,1,0.0,0,1,0.09090909090909091,0.09090909090909091,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666
f015938,0,0.0,0,1,0.18181818181818182,0.36363636363636365,0.45098039215686275,1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5
f000741,0,0.75,1,0,0.45454545454545453,0.8181818181818182,0.09803921568627451,0.16666666666666666,0.5,0.5,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334
f001443,1,0.75,1,0,0.6363636363636364,0.9090909090909091,0.45098039215686275,0.5,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,1.0
f015755,0,0.25,0,0,0.2727272727272727,0.6363636363636364,0.6862745098039216,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.8333333333333334
f015431,1,1.0,0,0,0.09090909090909091,0.5454545454545454,0.21568627450980393,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8333333333333334
f015561,1,0.0,0,1,0.18181818181818182,0.45454545454545453,0.21568627450980393,0.5,0.16666666666666666,0.0,0.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.8333333333333334
f000357,1,0.0,0,1,0.09090909090909091,0.36363636363636365,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0
f003354,1,0.25,0,1,0.0,0.0,0.21568627450980393,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.8333333333333334
f011464,0,0.0,0,1,0.09090909090909091,0.5454545454545454,0.21568627450980393,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.3333333333333333
f014076,0,0.25,0,1,0.09090909090909091,0.36363636363636365,0.058823529411764705,0.0,0.16666666666666666,0.5,0.5,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334
f014710,1,0.75,1,0,0.45454545454545453,0.9090909090909091,0.058823529411764705,0.16666666666666666,0.0,0.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5
