COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
1,f_f003253,1,1,7,1
2,f_f003259,7,2,4,3
1,f_f003259,7,2,4,3
1,f_f003268,5,2,4,1
1,f_f003328,3,2,5,1
1,f_f003346,7,2,3,3
1,f_f003358,5,2,5,1
1,f_f003378,7,2,3,1
2,f_f003388,2,2,1,1
1,f_f003388,1,2,3,1
1,f_f003391,8,1,4,3
2,f_f003392,7,2,5,1
1,f_f003392,7,2,5,1
2,f_f003394,2,2,1,1
1,f_f003394,2,1,2,1
2,f_f003397,3,2,6,1
1,f_f003397,3,1,7,1
1,f_f003425,8,2,4,1
1,f_f003429,1,1,5,1
1,f_f003430,1,1,5,1
2,f_f003430,2,1,1,1
1,f_f003458,7,1,3,1
2,f_f003481,7,2,4,1
1,f_f003481,7,2,5,1
1,f_f003487,7,2,4,1
1,f_f003510,1,1,4,1
1,f_f003520,1,2,5,1
3,f_f003520,2,1,2,1
2,f_f003520,2,2,2,1
1,f_f003536,7,2,3,1
2,f_f003536,7,2,3,1
2,f_f003630,10,2,5,1
4,f_f003630,10,2,5,1
1,f_f003630,1,1,5,1
3,f_f003630,10,1,5,1
1,f_f003647,8,2,3,1
1,f_f003858,8,1,4,1
1,f_f003899,7,2,3,1
2,f_f003918,2,1,3,1
1,f_f003918,1,2,5,1
3,f_f003918,2,1,2,1
1,f_f004009,8,1,4,1
1,f_f004044,8,1,3,1
1,f_f004148,1,1,4,1
3,f_f004148,2,2,1,1
2,f_f004148,2,2,1,1
2,f_f004172,2,2,2,1
1,f_f004172,1,2,5,1
1,f_f004300,3,1,7,1
3,f_f004300,8,1,4,1
5,f_f004300,11,2,4,3
2,f_f004300,3,2,7,1
4,f_f004300,5,1,4,3
1,f_f004382,1,1,4,1
3,f_f004382,7,1,4,1
2,f_f004382,7,2,4,1
1,f_f004391,2,1,3,1
1,f_f004425,8,1,3,3
1,f_f004454,5,2,3,1
1,f_f004460,8,1,3,1
1,f_f004486,8,1,3,1
1,f_f004543,1,1,5,1
2,f_f004543,2,1,2,1
1,f_f004563,1,1,5,1
3,f_f004563,2,2,1,1
2,f_f004563,2,1,2,1
2,f_f004658,2,1,3,1
1,f_f004658,1,2,5,1
3,f_f004658,2,1,3,1
6,f_f004668,7,1,3,3
1,f_f004668,7,2,3,1
3,f_f004668,7,2,3,3
5,f_f004668,7,1,3,3
7,f_f004668,7,1,3,3
2,f_f004668,7,2,3,3
4,f_f004668,7,1,3,3
2,f_f004670,3,2,6,1
1,f_f004670,3,1,7,1
1,f_f004712,1,1,5,1
2,f_f004712,2,1,2,1
1,f_f004728,1,1,5,1
2,f_f004728,2,2,1,1
1,f_f004736,8,1,3,1
2,f_f004736,7,2,3,1
2,f_f004804,3,2,7,1
4,f_f004804,5,1,4,1
1,f_f004804,3,1,7,1
3,f_f004804,4,2,8,1
1,f_f004859,1,1,4,1
3,f_f004859,2,2,1,1
2,f_f004859,2,2,1,1
1,f_f004925,2,1,1,1
2,f_f004926,2,2,2,1
1,f_f004926,2,1,3,1
3,f_f004926,11,2,2,1
1,f_f004927,7,1,4,1
3,f_f004927,7,2,4,1
2,f_f004927,7,1,4,1
4,f_f004927,11,1,1,1
1,f_f004983,8,1,3,1
2,f_f005000,5,2,4,3
1,f_f005000,3,2,7,1
1,f_f005025,8,2,3,1
1,f_f005072,2,1,4,1
3,f_f005072,6,2,2,1
5,f_f005072,2,2,4,1
2,f_f005072,2,2,4,1
4,f_f005072,6,1,1,1
1,f_f005087,1,1,5,1
2,f_f005087,2,2,2,1
1,f_f005101,3,1,6,1
2,f_f005101,3,2,6,1
1,f_f005175,8,2,3,1
1,f_f005277,1,1,5,1
2,f_f005277,2,1,1,1
2,f_f005286,4,2,7,3
1,f_f005286,3,2,6,1
3,f_f005286,4,1,7,3
1,f_f005335,8,2,3,1
2,f_f005352,7,1,3,1
1,f_f005352,7,2,3,1
3,f_f005352,7,1,3,1
1,f_f005354,8,1,3,1
1,f_f005373,3,2,6,1
3,f_f005373,5,1,3,1
2,f_f005373,5,1,3,1
2,f_f005375,2,1,1,1
1,f_f005375,1,2,4,1
3,f_f005375,2,2,1,1
1,f_f005380,1,2,6,1
2,f_f005380,2,2,3,1
1,f_f005404,7,2,4,1
1,f_f005411,8,2,4,1
1,f_f005461,5,2,3,1
1,f_f005486,8,2,3,1
1,f_f005522,8,2,3,1
1,f_f005537,3,2,6,1
2,f_f005555,3,2,6,1
1,f_f005555,3,1,7,1
3,f_f005555,5,2,3,1
1,f_f005568,7,2,3,1
1,f_f005665,1,1,7,1
3,f_f005665,3,2,8,1
2,f_f005665,2,2,4,1
4,f_f005665,6,2,8,1
1,f_f005696,2,1,2,1
3,f_f005696,2,1,1,1
2,f_f005696,2,1,1,1
1,f_f005706,7,2,3,1
1,f_f005722,8,1,3,1
1,f_f005745,8,1,3,1
1,f_f005820,8,1,4,1
1,f_f005826,8,2,3,1
1,f_f006011,3,2,6,1
2,f_f006011,5,1,3,1
1,f_f006012,7,1,4,1
3,f_f006012,7,1,4,1
2,f_f006012,7,1,4,1
1,f_f006040,8,1,4,1
2,f_f006152,2,1,1,1
1,f_f006152,1,2,4,1
3,f_f006152,2,1,1,1
1,f_f006202,7,2,3,1
1,f_f006204,3,2,6,1
1,f_f006208,8,1,3,1
1,f_f006217,7,2,3,3
2,f_f006217,7,2,3,3
1,f_f006256,8,1,4,1
1,f_f006515,1,2,4,1
2,f_f006515,2,1,1,1
1,f_f006535,8,2,3,1
1,f_f006544,8,2,3,1
2,f_f006600,7,2,3,1
1,f_f006600,7,2,3,1
3,f_f006600,7,2,3,1
1,f_f006623,1,1,4,1
2,f_f006676,7,2,3,1
1,f_f006676,7,2,3,1
1,f_f006712,7,1,4,1
1,f_f006742,3,2,7,2
1,f_f006747,8,1,3,1
2,f_f006892,5,1,4,1
1,f_f006892,3,2,6,1
2,f_f006904,3,2,7,1
1,f_f006904,3,1,7,1
1,f_f006909,7,2,4,1
2,f_f006911,3,2,6,1
1,f_f006911,3,1,7,1
1,f_f006922,1,1,4,1
1,f_f007011,8,1,4,1
1,f_f007066,8,1,3,1
1,f_f007097,1,2,4,1
1,f_f007127,8,2,3,1
1,f_f007328,7,2,3,1
1,f_f007411,3,2,6,1
1,f_f007485,3,1,7,1
3,f_f007485,5,2,3,1
2,f_f007485,3,2,7,1
4,f_f007485,5,2,3,1
1,f_f007507,8,1,3,1
1,f_f007553,7,2,3,1
1,f_f007556,8,1,3,1
2,f_f007635,11,2,3,1
1,f_f007635,8,1,3,1
1,f_f007750,8,1,3,1
1,f_f007805,1,1,4,1
1,f_f007808,8,2,3,1
1,f_f007860,7,2,3,1
3,f_f007860,7,2,3,1
2,f_f007860,7,2,3,1
1,f_f007867,3,2,6,1
2,f_f007867,5,2,3,1
1,f_f007870,7,1,4,1
1,f_f009444,8,1,3,1
1,f_f009695,8,1,3,1
3,f_f009695,7,2,4,1
2,f_f009695,7,1,3,1
1,f_f009748,9,2,6,1
2,f_f010610,2,1,1,1
1,f_f010610,1,2,4,1
3,f_f010610,2,1,1,1
1,f_f012746,8,1,3,3
2,f_f012985,2,2,1,1
1,f_f012985,1,1,4,1
1,f_f013024,8,1,3,1
1,f_f013037,7,2,3,1
1,f_f016350,1,1,4,1
4,g_g000201,4,2,8,1
6,g_g000201,6,2,5,1
1,g_g000201,3,1,7,1
3,g_g000201,5,2,3,1
5,g_g000201,6,1,6,1
2,g_g000201,3,2,6,1
1,g_g000216,7,2,4,1
2,g_g000277,3,1,7,1
1,g_g000277,1,2,4,1
3,g_g000277,3,2,7,1
1,g_g000279,1,1,4,1
3,g_g000279,2,2,1,1
5,g_g000279,2,2,2,1
2,g_g000279,2,2,1,1
4,g_g000279,2,2,1,1
1,g_g000283,1,1,4,1
2,g_g000292,2,2,2,1
1,g_g000292,1,2,4,1
3,g_g000292,2,1,2,1
1,g_g000363,1,1,5,1
3,g_g000363,2,2,1,1
2,g_g000363,2,2,2,1
1,g_g000364,7,2,3,1
1,g_g000416,1,1,4,1
1,g_g000431,8,2,4,1
1,g_g000439,8,2,3,1
1,g_g000504,1,1,4,1
1,g_g000523,2,2,2,1
3,g_g000523,7,1,5,3
2,g_g000523,7,2,5,1
4,g_g000523,11,2,2,1
2,g_g000539,2,2,2,1
4,g_g000539,6,2,2,2
1,g_g000539,1,2,5,1
3,g_g000539,5,2,5,1
1,g_g000575,1,1,4,1
3,g_g000575,7,1,4,1
5,g_g000575,11,1,1,1
2,g_g000575,2,2,1,1
4,g_g000575,7,2,4,1
1,g_g000634,7,2,4,1
2,g_g000682,2,1,2,1
4,g_g000682,2,2,1,1
1,g_g000682,1,2,4,3
3,g_g000682,2,2,1,1
2,g_g000689,2,2,1,1
1,g_g000689,1,2,4,1
2,g_g000731,2,1,2,1
1,g_g000731,1,1,5,1
3,g_g000731,2,2,2,1
2,g_g000737,7,2,4,1
4,g_g000737,7,1,5,1
6,g_g000737,11,1,1,1
8,g_g000737,11,1,1,1
1,g_g000737,1,2,4,1
3,g_g000737,7,2,4,1
5,g_g000737,7,1,5,1
7,g_g000737,11,1,1,1
1,g_g000845,8,2,3,1
1,g_g000846,8,2,3,1
2,g_g000878,2,1,1,1
1,g_g000878,1,2,4,1
2,g_g000889,3,2,7,1
1,g_g000889,3,1,7,1
5,g_g000895,10,2,5,1
7,g_g000895,10,2,5,1
2,g_g000895,10,1,5,1
4,g_g000895,10,1,5,1
6,g_g000895,10,2,5,1
8,g_g000895,10,2,5,1
1,g_g000895,8,2,5,1
3,g_g000895,10,1,5,1
1,g_g001042,3,2,8,3
1,g_g001125,8,2,4,1
1,g_g001141,1,1,4,1
3,g_g001141,2,2,2,1
2,g_g001141,2,1,2,1
1,g_g001155,2,1,1,1
2,g_g001155,3,1,7,1
2,g_g001180,3,1,7,1
1,g_g001180,1,1,5,1
3,g_g001180,3,2,7,1
1,g_g001188,1,1,5,1
3,g_g001188,2,1,2,1
2,g_g001188,2,2,2,1
4,g_g001188,2,2,1,1
1,g_g001241,8,1,4,1
1,g_g001259,5,2,6,1
1,g_g001275,1,2,5,1
3,g_g001275,2,1,2,1
2,g_g001275,2,2,2,1
4,g_g001275,3,2,8,1
1,g_g001277,1,1,5,1
3,g_g001277,2,1,1,1
2,g_g001277,2,2,2,1
1,g_g001303,2,2,2,1
2,g_g001303,2,2,1,1
1,g_g001336,1,1,3,1
3,g_g001336,2,2,1,1
5,g_g001336,10,2,4,2
7,g_g001336,10,2,1,2
2,g_g001336,2,1,1,1
4,g_g001336,10,1,4,2
6,g_g001336,10,1,1,2
1,g_g001355,1,1,4,1
1,g_g001373,5,2,3,1
2,g_g001558,2,1,2,1
1,g_g001558,1,1,4,1
3,g_g001558,2,2,1,1
1,g_g001595,1,2,6,1
3,g_g001595,2,2,3,1
2,g_g001595,2,2,3,1
1,g_g001738,7,2,3,1
1,g_g001742,2,2,2,1
1,g_g001771,7,2,3,1
3,g_g001771,7,2,3,1
2,g_g001771,7,2,3,1
4,g_g001771,7,2,3,3
1,g_g001831,7,2,3,3
1,g_g001894,7,2,4,1
1,g_g001898,7,1,4,3
1,g_g001910,8,1,4,1
2,g_g001911,3,1,6,3
1,g_g001911,5,2,3,3
1,g_g001934,1,1,4,1
3,g_g001934,2,2,1,1
2,g_g001934,2,1,1,1
1,g_g001936,5,2,5,1
1,g_g001942,8,1,4,1
3,g_g001944,3,2,6,3
5,g_g001944,6,2,6,3
2,g_g001944,3,1,7,3
4,g_g001944,6,2,7,3
6,g_g001944,6,1,4,3
1,g_g001944,1,2,3,1
1,g_g001946,7,2,3,1
3,g_g001946,7,2,3,1
5,g_g001946,7,1,3,1
7,g_g001946,7,1,3,3
9,g_g001946,7,1,3,3
2,g_g001946,7,2,3,1
4,g_g001946,7,1,3,1
6,g_g001946,7,1,3,1
8,g_g001946,7,1,3,3
2,g_g001953,3,2,6,1
1,g_g001953,3,1,6,1
3,g_g001953,5,2,4,1
1,g_g001967,8,2,4,1
1,g_g001982,7,2,3,1
2,g_g002004,2,1,2,1
1,g_g002004,1,2,5,1
1,g_g002012,3,1,7,1
3,g_g002012,5,2,4,1
2,g_g002012,3,2,7,1
1,g_g002039,7,2,6,3
1,g_g002054,7,2,3,1
3,g_g002054,7,2,3,1
2,g_g002054,7,2,3,1
4,g_g002054,7,2,3,1
1,g_g002061,1,1,5,1
2,g_g002077,2,2,1,1
1,g_g002077,1,2,5,1
3,g_g002077,6,1,4,1
1,g_g002082,8,1,4,1
1,g_g002092,8,1,3,1
1,g_g002100,2,2,1,1
1,g_g002105,1,1,4,1
1,g_g002117,2,2,4,1
2,g_g002128,2,2,2,1
1,g_g002128,1,1,5,1
3,g_g002128,2,1,2,1
1,g_g002137,5,1,4,1
3,g_g002141,2,1,1,1
2,g_g002141,3,2,7,1
1,g_g002141,3,1,7,1
1,g_g002146,1,1,5,1
2,g_g002147,3,2,6,1
1,g_g002147,3,1,6,1
1,g_g002158,1,1,4,1
1,g_g002174,1,1,5,1
1,g_g002184,2,1,2,1
1,g_g002191,1,2,6,1
1,g_g002208,3,2,6,1
1,g_g002226,8,2,3,1
1,g_g002229,1,2,6,1
2,g_g002243,2,2,1,1
1,g_g002243,1,2,4,1
3,g_g002243,2,2,1,1
1,g_g002249,1,1,4,1
1,g_g002251,1,2,5,1
1,g_g002263,3,1,7,1
2,g_g002263,3,2,6,1
1,g_g002265,7,2,3,1
1,g_g002266,8,1,3,1
1,g_g002269,1,1,4,1
3,g_g002269,2,1,1,1
2,g_g002269,2,2,1,1
1,g_g002272,5,2,4,1
1,g_g002277,1,1,4,1
3,g_g002277,6,2,6,1
2,g_g002277,3,2,6,1
1,g_g002280,2,2,2,1
2,g_g002280,2,1,2,1
2,g_g002405,2,1,2,1
1,g_g002405,2,2,2,1
3,g_g002405,2,1,1,1
1,g_g002406,9,2,7,1
2,g_g002407,2,1,1,1
1,g_g002407,1,1,5,1
3,g_g002407,2,2,1,1
1,g_g002408,8,1,3,1
1,g_g002411,2,2,1,1
2,g_g002415,2,2,1,1
1,g_g002415,1,1,5,1
1,g_g002422,1,2,4,1
2,g_g002422,2,2,1,1
1,g_g002423,1,1,4,1
1,g_g002425,8,1,4,1
2,g_g002428,2,1,1,1
4,g_g002428,6,2,1,1
1,g_g002428,6,2,5,1
3,g_g002428,6,2,2,1
1,g_g002432,2,1,3,1
2,g_g002432,2,2,3,1
2,g_g002435,7,2,3,1
1,g_g002435,7,2,3,1
3,g_g002435,7,2,3,1
1,g_g002444,5,2,3,1
2,g_g002451,7,1,3,1
4,g_g002451,7,1,3,1
6,g_g002451,7,1,3,1
1,g_g002451,7,1,3,1
3,g_g002451,7,1,3,1
5,g_g002451,7,1,3,1
1,g_g002454,3,2,7,1
3,g_g002458,2,1,1,1
2,g_g002458,2,2,1,1
1,g_g002458,1,1,4,1
1,g_g002471,1,2,5,1
3,g_g002471,2,2,2,1
2,g_g002471,2,2,2,1
1,g_g002476,8,2,3,1
1,g_g002480,1,2,4,1
1,g_g002485,8,1,4,1
1,g_g002487,7,2,6,1
1,g_g002489,1,2,4,1
2,g_g002507,2,1,1,1
1,g_g002507,1,2,5,1
3,g_g002507,2,2,1,1
1,g_g002525,1,1,7,1
2,g_g002525,2,1,4,1
1,g_g002526,8,1,4,1
1,g_g002531,3,1,7,1
3,g_g002531,2,1,1,1
2,g_g002531,3,2,7,1
4,g_g002531,2,2,2,1
1,g_g002534,1,1,4,1
1,g_g002539,8,1,4,1
1,g_g002547,7,2,5,3
1,g_g002555,8,1,5,1
1,g_g002561,1,2,4,1
1,g_g002563,7,2,6,1
1,g_g002584,8,2,3,1
1,g_g002596,5,2,3,1
1,g_g002609,8,1,3,1
2,g_g002640,5,2,4,3
1,g_g002640,8,1,3,1
3,g_g002640,11,1,4,3
1,g_g002650,8,1,4,2
1,g_g002663,1,2,5,1
1,g_g002673,1,1,6,1
2,g_g002673,2,1,2,1
2,g_g002678,2,2,2,1
4,g_g002678,2,2,1,1
1,g_g002678,1,1,4,1
3,g_g002678,2,2,1,1
2,g_g002682,2,2,2,1
1,g_g002682,1,1,4,1
3,g_g002682,2,2,1,1
1,g_g002695,7,2,4,3
2,g_g002695,7,2,3,3
1,g_g002724,1,2,5,1
1,g_g002734,8,1,4,1
1,g_g002737,8,1,3,1
2,g_g002739,2,1,2,1
1,g_g002739,1,2,5,1
3,g_g002739,2,1,2,1
2,g_g002747,2,2,1,1
4,g_g002747,2,2,1,1
1,g_g002747,1,2,4,1
3,g_g002747,2,2,1,1
2,g_g002786,3,2,7,1
1,g_g002786,1,1,4,1
1,g_g002788,8,1,3,1
1,g_g002791,8,1,3,1
2,g_g002803,7,2,4,1
4,g_g002803,7,2,3,1
1,g_g002803,8,1,4,1
3,g_g002803,7,1,4,2
5,g_g002803,7,2,4,2
1,g_g002810,8,2,3,1
2,g_g002812,2,2,3,1
1,g_g002812,1,1,6,1
1,g_g002814,1,1,5,1
2,g_g002817,7,1,3,1
4,g_g002817,7,1,3,1
1,g_g002817,7,1,3,1
3,g_g002817,7,1,3,1
5,g_g002817,7,1,3,1
1,g_g002822,7,2,4,1
2,g_g002834,2,2,4,1
1,g_g002834,1,1,7,1
3,g_g002834,2,2,3,1
1,g_g002840,3,1,6,1
3,g_g002840,5,2,4,1
2,g_g002840,3,2,6,1
2,g_g002878,2,1,1,1
1,g_g002878,1,2,4,1
3,g_g002878,2,2,1,1
1,g_g002913,7,1,4,1
3,g_g002922,5,2,3,1
2,g_g002922,3,2,6,1
4,g_g002922,8,2,4,1
1,g_g002922,3,1,6,1
1,g_g002923,7,2,7,1
1,g_g002942,8,2,3,1
2,g_g002948,2,1,1,1
1,g_g002948,1,1,4,1
3,g_g002948,2,1,1,1
1,g_g002960,7,2,3,1
1,g_g002962,7,2,4,1
1,g_g002965,2,1,3,1
2,g_g002965,2,2,3,1
1,g_g002972,2,1,3,1
1,g_g002997,7,2,3,1
2,g_g003033,2,1,1,1
4,g_g003033,6,2,1,1
1,g_g003033,1,1,5,1
3,g_g003033,6,1,2,1
1,g_g003044,8,1,3,1
1,g_g003048,8,2,3,1
1,g_g003076,8,2,3,1
1,g_g003078,7,2,4,1
1,g_g003083,8,1,3,3
1,g_g003087,8,2,3,1
1,g_g003131,8,2,3,1
2,g_g003142,3,2,7,1
1,g_g003142,3,1,7,1
3,g_g003142,5,1,4,1
1,g_g003148,1,1,5,1
1,g_g003158,1,2,4,1
2,g_g003158,2,2,2,1
2,g_g003167,3,2,8,1
1,g_g003167,1,1,5,1
3,g_g003167,2,1,3,1
1,g_g003175,2,1,2,1
1,g_g003188,8,2,3,1
1,g_g003209,8,1,3,1
1,g_g003219,7,2,4,3
2,g_g003219,7,2,4,3
1,g_g003220,8,1,4,1
1,g_g003231,5,2,3,1
1,g_g003245,1,1,6,1
1,g_g003254,8,1,5,1
6,g_g003263,11,2,1,1
1,g_g003263,1,2,4,1
3,g_g003263,7,1,5,1
5,g_g003263,11,2,1,1
2,g_g003263,2,1,1,1
4,g_g003263,11,2,5,1
2,g_g003283,2,2,2,1
1,g_g003283,1,1,5,1
2,g_g003313,7,1,4,1
4,g_g003313,7,2,4,1
1,g_g003313,7,1,4,3
3,g_g003313,7,2,4,3
5,g_g003313,7,2,4,1
1,g_g003319,8,1,6,1
3,g_g003319,7,1,6,3
2,g_g003319,7,1,6,3
1,g_g003327,1,2,4,1
1,g_g003330,8,1,4,1
2,g_g003339,2,1,1,1
1,g_g003339,1,2,4,1
1,g_g003363,8,1,4,1
1,g_g003365,1,1,5,1
1,g_g003373,8,1,3,1
1,g_g003392,7,1,3,1
1,g_g003412,1,1,4,1
1,g_g003414,8,1,3,1
1,g_g003433,8,2,3,1
1,g_g003462,8,1,3,1
2,g_g003494,7,2,4,3
4,g_g003494,7,1,4,3
1,g_g003494,7,2,4,1
3,g_g003494,7,1,4,1
1,g_g003501,1,2,3,1
2,g_g003513,5,2,3,1
1,g_g003513,3,2,6,1
1,g_g003523,1,1,4,1
1,g_g003557,8,2,3,1
1,g_g003592,8,2,3,1
1,g_g003607,1,1,4,1
1,g_g003620,3,1,6,1
2,g_g003620,3,2,6,1
1,g_g003627,3,2,7,1
2,g_g003627,1,1,4,3
1,g_g003628,8,1,4,3
1,g_g003656,8,1,4,1
1,g_g003669,8,1,3,1
1,g_g003720,8,1,3,1
1,g_g003767,7,2,3,1
2,g_g003772,2,1,1,1
1,g_g003772,1,1,4,1
3,g_g003772,2,2,1,1
2,g_g003788,3,2,6,1
1,g_g003788,3,1,7,1
1,g_g003790,8,2,3,1
1,g_g003819,8,1,3,1
1,g_g003842,7,2,7,1
1,g_g003870,3,2,8,1
2,g_g003872,7,2,6,1
1,g_g003872,7,2,6,1
1,g_g003910,9,2,3,1
3,g_g003910,9,2,4,1
2,g_g003910,9,2,3,1
3,g_g003912,2,1,4,1
2,g_g003912,2,2,4,1
1,g_g003912,1,1,6,1
1,g_g003916,3,2,7,1
1,g_g003953,7,1,3,3
3,g_g003953,7,1,3,3
2,g_g003953,7,1,3,3
4,g_g003978,2,2,1,1
1,g_g003978,1,2,4,1
3,g_g003978,2,1,1,1
2,g_g003978,2,2,1,1
2,g_g004017,2,2,2,1
1,g_g004017,1,1,4,1
3,g_g004017,2,1,1,1
2,g_g004042,7,2,3,1
1,g_g004042,7,2,3,1
1,g_g004099,2,2,2,1
3,g_g004099,2,1,2,1
2,g_g004099,2,2,2,1
1,g_g004130,7,2,3,1
2,g_g004130,7,2,3,1
1,g_g004153,1,2,6,1
1,g_g004159,7,2,3,1
1,g_g004164,8,2,3,1
1,g_g004228,1,1,4,1
2,g_g004228,2,2,1,1
1,g_g004262,3,2,7,1
3,g_g004262,5,2,4,1
2,g_g004262,5,2,5,1
2,g_g004267,5,2,3,1
1,g_g004267,3,2,6,1
1,g_g004299,8,2,5,1
1,g_g004312,7,2,3,1
1,g_g004316,8,1,3,1
3,g_g004321,2,2,1,1
2,g_g004321,2,1,1,1
1,g_g004321,1,2,4,1
1,g_g004344,4,2,8,1
2,g_g004344,3,2,7,1
2,g_g004347,2,2,1,1
1,g_g004347,1,2,4,1
2,g_g004363,6,2,3,1
1,g_g004363,6,2,5,1
1,g_g004368,7,1,4,1
1,g_g004374,2,2,4,1
2,g_g004386,5,2,4,1
1,g_g004386,3,2,7,1
2,g_g004407,6,2,6,1
1,g_g004407,1,1,4,1
1,g_g004426,8,1,3,1
1,g_g004477,7,1,3,1
1,g_g004478,8,2,3,1
1,g_g004507,8,1,4,1
1,g_g004512,7,2,3,3
1,g_g004529,8,2,3,1
1,g_g004557,7,1,5,1
1,g_g004558,1,1,4,1
3,g_g004558,7,1,4,1
2,g_g004558,7,1,4,3
1,g_g004581,8,1,3,1
2,g_g004595,7,2,4,3
1,g_g004595,7,2,4,3
2,g_g004599,5,1,7,1
4,g_g004599,5,1,7,1
6,g_g004599,5,1,7,1
1,g_g004599,1,1,7,1
3,g_g004599,5,2,7,1
5,g_g004599,5,2,7,1
7,g_g004599,5,2,7,1
1,g_g004652,1,1,5,1
3,g_g004652,2,1,1,1
2,g_g004652,2,1,1,1
4,g_g004652,3,2,7,1
3,g_g004666,5,1,3,1
5,g_g004666,6,2,3,3
2,g_g004666,3,2,6,1
4,g_g004666,5,1,4,3
6,g_g004666,6,1,1,3
1,g_g004666,3,1,7,1
1,g_g004685,7,1,3,1
3,g_g004685,7,1,3,1
2,g_g004685,7,1,3,1
2,g_g004743,5,2,5,1
1,g_g004743,3,2,7,1
3,g_g004743,5,1,4,1
1,g_g004747,8,1,4,1
1,g_g004752,2,1,1,1
2,g_g004752,2,1,1,1
1,g_g004767,1,1,4,1
3,g_g004767,2,2,1,1
2,g_g004767,2,1,1,1
2,g_g004774,2,2,3,1
1,g_g004774,1,1,6,1
1,g_g004775,4,2,7,1
3,g_g004775,6,1,6,1
5,g_g004775,6,1,2,1
2,g_g004775,4,1,8,1
4,g_g004775,6,2,5,1
6,g_g004775,6,1,2,1
2,g_g004797,9,2,4,1
1,g_g004797,9,2,4,1
1,g_g004801,7,2,3,1
1,g_g004825,8,1,3,1
2,g_g004830,5,2,5,1
1,g_g004830,3,2,8,1
3,g_g004830,5,1,5,1
2,g_g004837,3,1,8,1
4,g_g004837,5,2,4,1
1,g_g004837,2,2,1,1
3,g_g004837,3,2,8,1
1,g_g004857,8,2,3,1
1,g_g004885,1,1,4,1
3,g_g004885,2,1,1,1
2,g_g004885,2,1,1,1
2,g_g004898,2,2,3,1
1,g_g004898,1,1,6,1
3,g_g004898,2,2,2,1
1,g_g004899,1,1,5,1
2,g_g004899,2,2,2,1
1,g_g004929,3,2,5,1
3,g_g004929,6,1,2,1
5,g_g004929,6,1,5,1
2,g_g004929,5,2,2,1
4,g_g004929,6,1,1,1
6,g_g004929,6,2,5,1
1,g_g004936,1,1,6,1
2,g_g004936,2,2,3,1
1,g_g004947,8,2,4,1
1,g_g004972,7,2,3,1
1,g_g004981,1,1,5,1
2,g_g004981,2,1,1,1
1,g_g004995,8,2,3,1
1,g_g004998,3,1,7,1
2,g_g004998,3,2,6,1
1,g_g005093,3,2,6,1
2,g_g005093,6,1,6,1
1,g_g005106,8,2,4,1
1,g_g005108,8,2,3,1
2,g_g005140,2,2,2,1
4,g_g005140,2,2,2,1
1,g_g005140,1,1,6,1
3,g_g005140,2,2,2,1
5,g_g005140,2,2,1,1
2,g_g005196,3,2,6,1
4,g_g005196,5,1,2,1
1,g_g005196,3,1,6,1
3,g_g005196,5,1,3,1
3,g_g005204,9,2,4,1
2,g_g005204,9,2,4,1
4,g_g005204,9,2,4,1
1,g_g005204,9,2,5,1
3,g_g005255,2,1,1,1
5,g_g005255,3,2,7,1
2,g_g005255,2,1,2,1
4,g_g005255,3,1,7,1
1,g_g005255,1,1,5,1
1,g_g005261,6,2,8,1
3,g_g005261,6,2,5,1
5,g_g005261,6,2,2,1
7,g_g005261,2,2,2,1
2,g_g005261,6,1,6,1
4,g_g005261,6,1,5,1
6,g_g005261,1,2,5,1
2,g_g005281,3,2,7,1
1,g_g005281,3,1,7,1
3,g_g005281,5,1,4,1
1,g_g005304,7,1,3,1
1,g_g005315,8,1,3,1
11,g_g005368,5,2,4,1
2,g_g005368,3,2,8,1
4,g_g005368,2,1,2,1
6,g_g005368,5,1,5,2
8,g_g005368,2,1,2,1
10,g_g005368,5,1,5,1
12,g_g005368,2,1,1,1
1,g_g005368,3,1,8,1
3,g_g005368,1,2,5,1
5,g_g005368,2,2,2,1
7,g_g005368,5,2,5,1
9,g_g005368,2,2,2,1
1,g_g005373,8,1,3,1
1,g_g005458,7,2,4,1
1,g_g005769,1,1,4,1
3,g_g005769,2,1,1,1
2,g_g005769,2,1,1,1
2,g_g005893,2,2,1,1
1,g_g005893,1,2,4,1
1,g_g005894,8,1,4,1
1,g_g005928,8,1,4,1
1,g_g005979,1,2,5,1
3,g_g005979,2,2,2,1
2,g_g005979,2,1,2,1
1,g_g006099,1,1,4,1
1,g_g006350,3,2,7,1
2,g_g009418,3,2,7,1
1,g_g009418,3,1,7,1
1,g_g010417,7,2,5,1
2,g_g011535,2,1,1,1
1,g_g011535,1,2,4,1
3,g_g011535,2,2,1,1
2,g_g012206,2,2,2,1
1,g_g012206,1,2,5,1
3,g_g012206,2,2,2,1
1,h_h000001,1,1,6,1
2,h_h000001,2,1,2,1
2,h_h000008,2,2,2,1
1,h_h000008,1,1,5,1
1,h_h000009,1,1,4,1
2,h_h000010,2,1,2,1
1,h_h000010,1,1,5,1
3,h_h000010,2,2,2,1
2,h_h000013,2,1,1,1
1,h_h000013,1,1,4,1
2,h_h000014,2,1,1,1
4,h_h000014,2,2,1,1
6,h_h000014,3,2,7,3
1,h_h000014,1,1,4,1
3,h_h000014,2,2,1,1
