travel_id,visit_sequence,avg_satisfaction,avg_revisit_intent,avg_recommend_intent,trip_start,trip_end,trip_duration
e_e001531,"['꼬막 한 상', '커피 진', '초지진', '덕진진', '대성호', '마니산', '자연밥상', '예 플로', '마니호 칼국수', '카페 아모텍']",4.9,4.6,4.8,2023-06-03,2023-06-05,3
e_e001946,"['찬 우물', 'GS25 강화다들길점', '강화 광성보', '전등사', '두운 농원', '2번 창고']",4.3333335,4.1666665,4.3333335,2023-06-05,2023-06-05,1
e_e001954,"['대룡시장', '목포 식당 본점', '전등사']",4.3333335,4.3333335,4.3333335,2023-06-06,2023-06-06,1
e_e002041,"['파라다이스 시티 씨메르', '명일 사골 순댓국 영종하늘도시 본점', '빌리인 오티스', '웨스턴 그레이스호텔', '영종진공원', '민속 수제비', '웨스턴 그레이스호텔']",3.7142856,3.4285715,3.5714285,2023-06-04,2023-06-04,1
e_e002043,"['오션파크 나인 호텔', '다탕 신포 본점', '월미도 선착장', '랑데자뷰 영종구읍뱃터', '자연도 소금빵', '오션파크 나인 호텔', '을왕리 해수욕장', '인천회 조개구이']",4.625,3.875,4.125,2023-06-03,2023-06-03,1
e_e002091,"['롯데마트 영종도점', '삼목선착장', '고 남정', '휠 프렌즈', '배미꾸미 조각 공원', '수기 해변', '풀 사이드 펜션', '신도항(옹진)', '한우리 롯데몰 김포점', '헤븐 온 탑 김포공항점']",3.9,3.5,3.7,2023-06-03,2023-06-04,2
e_e002094,"['해안 도시 참 숯불장어', '동막해수욕장', '늘 푸른 펜션', '마호가니 강화점', '전등사', '편이네 된장', '교동 대룡시장']",4.571429,4.0,4.571429,2023-06-03,2023-06-04,2
e_e002129,"['해비치 펜션', '방아머리 해변', '교동 짬뽕', '빈 솔트', '종이 미술관', '한우와 버거 5628']",4.8333335,4.8333335,4.8333335,2023-06-04,2023-06-05,2
e_e002153,"['강화 루지', '라르고 빌 리조트', '서산갯마을', '라르고 빌 리조트', '옥토끼우주센터', '강화 자연사박물관']",3.8333333,3.8333333,4.1666665,2023-06-05,2023-06-06,2
e_e002155,"['동인천역 1호선 4번 출구', '인천 차이나타운', '신포국제시장', '대전 집', '어반 스테이 인천 송도', '어반 스테이 인천 송도', '함박마을']",4.428571,4.857143,4.714286,2023-06-09,2023-06-10,2
e_e002223,"['청계산', '청계사', '청계산 맑은 숲공원', '청이다 베이커리 카페']",4.5,3.75,3.75,2023-06-10,2023-06-10,1
e_e002261,"['김밥 전문공간 냠냠 시흥동 본점', '파라다이스 시티', '지금 식당', '동양 염전 베이커리 카페', '파이어 벨 영종도점', '폴리스 피자 인천 파라다이스점', '을왕리꾸덕집', '카페 림']",3.75,3.625,3.25,2023-06-05,2023-06-06,2
e_e002274,"['뻘 다방', '일루 안 펜트하우스', '불란서 찐빵 대부도 본점', '방아머리 해변', '버거 비치']",4.2,4.2,4.2,2023-06-04,2023-06-05,2
e_e002280,"['양평군 청운면 친가 집', '양평어린이 건강 놀이터', '양평역', '도미노피자 양평점', '양평군 청운면 삼성리', '키즈 메디 소아청소년과 의원', '가보자 토종 순대 국밥', '용문 천년 시장', '용문사', '구름 정원 제빵소', '신선 횟집', '부루 스타 즉석떡볶이']",4.5,4.6666665,4.5833335,2023-06-09,2023-06-10,2
e_e002294,"['라마다 앙코르 바이 윈덤 김포한강호텔', '현대 프리미엄 아울렛 김포점', '일공공샤브메밀당 김포라 베니채점', '왕과 탕후루', '라마다 앙코르 바이 윈덤 김포한강호텔', '현대 프리미엄 아울렛 김포점']",4.1666665,4.1666665,3.8333333,2023-06-09,2023-06-10,2
e_e002295,"['종로 35번 길 1', '데미안', '광장시장', '종묘', '종로 3가 포장마차 거리']",4.8,4.6,4.6,2023-06-10,2023-06-10,1
e_e002299,"['라마다 앙코르 바이 윈덤 김포한강호텔', '일공공샤브메밀당 김포라 베니 채점', '아베 니체 거리', '라마다 앙코르 바이 윈덤 김포한강호텔', '현대 프리미엄 아울렛 김포점', 'h 키친 현대 프리미엄 아울렛 김포점', '폴콘 현대 프리미엄 아울렛 김포점']",4.714286,4.714286,4.428571,2023-06-09,2023-06-10,2
e_e002368,"['모티프원', '합정역 2호선', '모티프원', '파주 닭 국수 파주 본점', '가드너스', '모티프원', 'GS25 교하 노을빛 16단지점', '보스 포차', '모쿠슈라테이블', 'GS25 교하 노을빛 16단지점']",4.4,4.4,4.4,2023-06-08,2023-06-09,2
e_e002369,"['누림 축산', '해남 공판장 망원', '실미도 유원지', '실미도 유원지', '무의 실미도 해송회 식당', '카페라 봉', '홍춘천 마포구청점']",4.428571,4.142857,3.7142856,2023-06-05,2023-06-06,2
e_e002424,"['왕산해수욕장', '세븐일레븐 영종 왕산 마린점', '왕산해수욕장', '양자강']",4.75,4.5,4.5,2023-06-06,2023-06-06,1
e_e002430,"['에어비엔비 숙소', '이마트 경기 광주점', '이마트 경기 광주점', '에어비엔비 숙소', '경안 근린공원', '에버랜드 매표소', '에버랜드 (동물 구경)', '에버랜드 (라운지 랩 카페)', '에버랜드 판다 월드', '에버랜드 버거 카페 유럽', '에버랜드', '에버랜드 매직 인 더 스카이']",4.1666665,4.0,3.9166667,2023-06-05,2023-06-06,2
e_e002435,"['테크노파크역 인천 1호선', '신길역 5호선', '광화문역 5호선', '광화문광장', '광화문 DROPTOP', '디 타워 광화문', '경복궁', '프리시즌', '인사동 거리', '김가네 종각역점', '종각역 1호선']",4.3636365,4.181818,4.181818,2023-06-03,2023-06-03,1
e_e002438,"['오산리최자실기념금식기도원', '해브 펀 카페 베이커리']",4.0,3.0,4.0,2023-06-10,2023-06-10,1
e_e002439,"['롯데백화점 잠실점', '청복 보이차', '진저 베어', '롯데월드타워 롯데월드몰', '한성백제 박물관']",4.6,3.6,4.0,2023-06-07,2023-06-08,2
e_e002442,"['처갓집 양념치킨 응봉점', '응봉산 팔각정', '순정이네', '마포 웰하임', '노들섬', '안맹 상점', '사심 굿즈', '모노 맨션', '비바 살롱', '코라트']",4.8,4.8,4.8,2023-06-09,2023-06-10,2
e_e002444,['일월 수목원'],4.0,4.0,4.0,2023-06-09,2023-06-09,1
e_e002447,"['대전역', '신도림 테크노마트', '북촌 한옥마을', '스모어 마켓 토이 하우스 ', '커피 팩토리 글로보', '열린 송현 녹지 광장', '봄날 아트홀', '수타구동겐', '썸띵어바웃커피', '반포 한강공원', '서울고속버스터미널(경부)']",4.181818,4.090909,4.181818,2023-06-10,2023-06-11,2
e_e002448,"['광명동굴', '로도스 피자', '테이크 호텔', '노플랜커피', '이케아 광명점']",5.0,4.8,4.8,2023-06-08,2023-06-09,2
e_e002458,"['삼보 식당', '보문사', '동막해수욕장', '하나비 펜션']",4.25,4.5,4.25,2023-06-04,2023-06-04,1
e_e002466,"['방아머리 해변', '대갓집 해물왕창 칼국수', '카페 루 헤']",4.0,3.6666667,4.0,2023-06-05,2023-06-05,1
e_e002468,"['호텔 그라 모스', '구 구당', '호텔 그라 모스', '에잇 세컨즈 강남대로점', '오븐에 빠진 닭 강남 2호점']",4.6,4.0,4.2,2023-06-07,2023-06-07,1
e_e002473,"['새절역 6호선', '코지 네이처 농업회사법인', '무지개 주유소', '대원산업', '대명항 수산물 직판장', '강화 남부농협 하나로마트 본점', '심해선 해물칼국수', '전등사', '디지털미디어시티역 6호선']",3.7777777,3.7777777,3.5555556,2023-06-10,2023-06-11,2
e_e002474,"['신주쿠 카레 부평역사점', '촙촙', '대중음악 박물관 카페', '롯데월드타워 롯데월드몰', '도토리숲 롯데월드몰점', '리얼즈 전시관', '넥스트 뮤지엄', '아쿠아 가든 카페 롯데월드타워점', '아크엔 북 잠실점']",4.0,4.111111,4.2222223,2023-06-10,2023-06-10,1
e_e002486,"['1호 친할머니 칼국수', '동춘서커스 상설공연장']",4.5,4.0,4.0,2023-06-28,2023-06-28,1
e_e002487,"['만족 오향 족벌 시청점', '전광수커피하우스 정동점', '온 지 드롬', '로컬 스티치 시청', '소공소공', '덕수궁', '진주회관']",4.857143,4.571429,5.0,2023-06-10,2023-06-11,2
e_e002496,"['입장휴게소', '경복궁', '청와대 정문', '인사동 거리 경인 갤러리', '청계천 산책로', '노블 호텔', '창덕궁. 후원', '잘 빠진 메밀 익선점', '과천 마이 알레']",4.2222223,4.0,4.2222223,2023-06-10,2023-06-11,2
