VISIT_AREA_ID,TRAVELER_ID,VISIT_AREA_NM,VISIT_START_YMD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION
2304300002,e_e000003,안성휴게소 부산방향,2023-04-30,4.0,4.0,4.0
2304300003,e_e000003,금강휴게소,2023-04-30,4.0,4.0,4.0
2304300004,e_e000003,김천종합운동장,2023-04-30,5.0,5.0,5.0
2304300005,e_e000003,입장 거봉포도 휴게소 서울 방향,2023-04-30,4.0,4.0,4.0
2305270002,e_e000340,자유 궁,2023-05-27,4.0,5.0,5.0
2305270003,e_e000340,포천 자연마을 서울 캠핑장,2023-05-27,5.0,5.0,5.0
2305270004,e_e000340,고석정 국민관광지,2023-05-27,5.0,5.0,5.0
2305270005,e_e000340,포천 자연마을 서울 캠핑장,2023-05-27,5.0,5.0,5.0
2305280001,e_e000340,한탄강 하늘다리,2023-05-28,5.0,5.0,5.0
2305280002,e_e000340,포천 봄꽃 정원,2023-05-28,5.0,5.0,5.0
2305280003,e_e000340,관인 약수터 막국수,2023-05-28,5.0,5.0,5.0
2305280004,e_e000340,포천 자연마을 서울 캠핑장,2023-05-28,5.0,5.0,5.0
2305280005,e_e000340,화적연,2023-05-28,5.0,5.0,5.0
2305280006,e_e000340,비둘기낭폭포,2023-05-28,5.0,5.0,5.0
2305280007,e_e000340,포천 자연마을 서울 캠핑장,2023-05-28,5.0,5.0,5.0
2305290002,e_e000340,포천시 이동면 장암리 613-1 하천,2023-05-29,5.0,5.0,5.0
2305290003,e_e000340,향유 갈비,2023-05-29,5.0,5.0,5.0
2306030002,e_e000515,문경휴게소 창원방향,2023-06-03,3.0,4.0,4.0
2306040001,e_e000515,별천계곡,2023-06-04,3.0,4.0,4.0
2306040002,e_e000515,여항산 호수길,2023-06-04,4.0,4.0,4.0
2306050001,e_e000515,무진장,2023-06-05,3.0,3.0,3.0
2306050002,e_e000515,식목일,2023-06-05,3.0,2.0,3.0
2306050003,e_e000515,하마스 빅버거,2023-06-05,4.0,4.0,4.0
2306050004,e_e000515,광암해수욕장,2023-06-05,4.0,4.0,4.0
2306050005,e_e000515,주도 횟집,2023-06-05,5.0,5.0,5.0
2305240003,e_e000571,고석정 꽃밭,2023-05-24,4.0,5.0,5.0
2305240004,e_e000571,상하이,2023-05-24,4.0,3.0,3.0
2305240005,e_e000571,카페 마들렌,2023-05-24,4.0,3.0,3.0
2305240006,e_e000571,엠앤 러키 호텔,2023-05-24,4.0,3.0,3.0
2305240007,e_e000571,김해국제공항 국내선 청사,2023-05-24,5.0,5.0,5.0
2305250001,e_e000571,익선동 한옥거리,2023-05-25,5.0,5.0,5.0
2305250002,e_e000571,이비스 스타일 앰배서더 명동,2023-05-25,5.0,5.0,5.0
2305250003,e_e000571,이비스 스타일 앰배서더 명동,2023-05-25,5.0,5.0,5.0
2305260001,e_e000571,이누스 강남 직영점,2023-05-26,4.0,3.0,3.0
2305260002,e_e000571,앰배서더 서울 풀만 더 라운지 앤 바,2023-05-26,5.0,5.0,5.0
2305260003,e_e000571,스미 로우,2023-05-26,5.0,5.0,5.0
2305260005,e_e000571,서울역,2023-05-26,5.0,5.0,5.0
2305260006,e_e000571,천주교 서울 대교구 주교좌 명동 대성당,2023-05-26,5.0,5.0,5.0
2305260002,e_e000601,바비치 성서점,2023-05-26,5.0,5.0,5.0
2305260004,e_e000601,대구 성서운동장,2023-05-26,4.0,5.0,4.0
2305270001,e_e000601,와룡산,2023-05-27,5.0,4.0,4.0
2305270003,e_e000601,바라던 바다 대게 새우,2023-05-27,4.0,3.0,4.0
2305270004,e_e000601,금호 꽃섬,2023-05-27,5.0,5.0,5.0
2305280001,e_e000601,이곳 장미공원,2023-05-28,5.0,5.0,5.0
2305280002,e_e000601,설빙 대구 성서점,2023-05-28,5.0,4.0,3.0
2305280003,e_e000601,풍년 구생 막창 본점,2023-05-28,5.0,5.0,5.0
2305290001,e_e000601,대구근대골목 단팥빵 대구역점,2023-05-29,5.0,5.0,5.0
2305200002,e_e000654,가평휴게소 춘천 방향,2023-05-20,4.0,4.0,4.0
2305200003,e_e000654,가리산 레포츠파크,2023-05-20,5.0,4.0,4.0
2305200004,e_e000654,한마음 정육 식당 강원 홍천점,2023-05-20,5.0,5.0,5.0
2305200005,e_e000654,가평휴게소 서울 방향,2023-05-20,5.0,4.0,4.0
2305270002,e_e001062,필로 티스 펜션,2023-05-27,5.0,5.0,5.0
2305270003,e_e001062,시화 나래 휴게소,2023-05-27,3.0,3.0,3.0
2305270004,e_e001062,필로 티스 펜션,2023-05-27,5.0,5.0,5.0
2305270005,e_e001062,백년손님,2023-05-27,5.0,5.0,5.0
2305270006,e_e001062,러키 할인마트 대부점,2023-05-27,5.0,5.0,5.0
2305270007,e_e001062,필로 티스 펜션,2023-05-27,5.0,5.0,5.0
2305270008,e_e001062,러키 할인마트 대부점,2023-05-27,5.0,5.0,5.0
2305280001,e_e001062,대부도 맛집 풍경,2023-05-28,5.0,5.0,5.0
2305280002,e_e001062,라라랜드,2023-05-28,5.0,5.0,5.0
2305280003,e_e001062,정안 알밤 휴게소 논산 방향,2023-05-28,5.0,5.0,5.0
2305280004,e_e001062,관촌 휴게소 순천방향 주차장,2023-05-28,3.0,2.0,2.0
2305280005,e_e001062,화개 장터,2023-05-28,5.0,5.0,5.0
2305280006,e_e001062,와바 모텔,2023-05-28,5.0,5.0,5.0
2305290001,e_e001062,노산공원,2023-05-29,5.0,5.0,5.0
2305290002,e_e001062,재건냉면,2023-05-29,5.0,5.0,5.0
2305290003,e_e001062,함양휴게소 대전방향,2023-05-29,4.0,3.0,3.0
2305290004,e_e001062,덕유산 휴게소 대전방향,2023-05-29,5.0,5.0,5.0
2305290005,e_e001062,고가네 칼국수,2023-05-29,5.0,5.0,5.0
2307280002,e_e004690,스타벅스 리버사이드대성리DT점,2023-07-28,4.0,3.0,3.0
2307280003,e_e004690,텐파크,2023-07-28,4.0,3.0,3.0
2307280004,e_e004690,에그하우스,2023-07-28,3.0,2.0,2.0
2307280005,e_e004690,라멘 선생 수제돈가스,2023-07-28,3.0,3.0,3.0
2307280006,e_e004690,가평 잣 고을시장,2023-07-28,3.0,3.0,3.0
2307280007,e_e004690,에그하우스,2023-07-28,3.0,2.0,2.0
2307290001,e_e004690,용추계곡,2023-07-29,4.0,4.0,4.0
2307290002,e_e004690,공원 막국수,2023-07-29,5.0,5.0,5.0
2307290003,e_e004690,더 플래츠,2023-07-29,3.0,3.0,3.0
2307290004,e_e004690,숨,2023-07-29,4.0,4.0,4.0
2307290005,e_e004690,동두천 관광특구,2023-07-29,4.0,3.0,4.0
2307290006,e_e004690,롯데 프리미엄 아울렛 파주점,2023-07-29,4.0,4.0,4.0
2307290007,e_e004690,네이처 스파,2023-07-29,4.0,3.0,3.0
2307300001,e_e004690,더티 트렁크,2023-07-30,4.0,3.0,3.0
2307300002,e_e004690,이마트 파주 운정점,2023-07-30,3.0,3.0,3.0
2307300003,e_e004690,미키 주유소,2023-07-30,4.0,3.0,3.0
2307100002,e_e004785,아롬 스파 펜션,2023-07-10,4.0,4.0,4.0
2307100003,e_e004785,용산역,2023-07-10,4.0,4.0,4.0
2307100004,e_e004785,청평역 경춘선,2023-07-10,5.0,4.0,4.0
2307100005,e_e004785,르푸앵 수상 레저,2023-07-10,3.0,2.0,3.0
2307100006,e_e004785,가평역 경춘선,2023-07-10,4.0,4.0,4.0
2307100007,e_e004785,남이섬 웰빙 닭갈비 막국수,2023-07-10,5.0,4.0,4.0
2307100008,e_e004785,세븐일레븐 남이섬점,2023-07-10,4.0,4.0,4.0
2307110001,e_e004785,가평역 경춘선,2023-07-11,4.0,4.0,4.0
2307110002,e_e004785,쏘카 가평역,2023-07-11,4.0,4.0,4.0
2307110003,e_e004785,엄마네 칼국수,2023-07-11,5.0,5.0,5.0
2307110004,e_e004785,개화당 본점,2023-07-11,5.0,5.0,5.0
2307110005,e_e004785,제이드가든 수목원,2023-07-11,5.0,5.0,5.0
2307110006,e_e004785,가평군 농협 하나로마트 본점,2023-07-11,5.0,5.0,5.0
2307110007,e_e004785,GS25 가평 가화로 점,2023-07-11,4.0,3.0,3.0
2307110008,e_e004785,명지산 주유소,2023-07-11,4.0,4.0,4.0
2307110010,e_e004785,또바기 스파 글램핑,2023-07-11,5.0,4.0,4.0
2307120001,e_e004785,우렁이 쌈밥,2023-07-12,5.0,5.0,5.0
2307120002,e_e004785,남이섬 가평 선착장,2023-07-12,4.0,4.0,4.0
2307120003,e_e004785,남이섬,2023-07-12,5.0,5.0,5.0
2307120004,e_e004785,스윙 카페 베이커리,2023-07-12,4.0,4.0,4.0
2307120005,e_e004785,남이섬 바이크 센터,2023-07-12,4.0,4.0,4.0
2307120006,e_e004785,소나타 카페,2023-07-12,3.0,2.0,2.0
2307120007,e_e004785,카페 느리게 걷기,2023-07-12,5.0,5.0,5.0
2307120008,e_e004785,자라섬,2023-07-12,5.0,5.0,5.0
2307120009,e_e004785,남이섬 풍경 닭갈비,2023-07-12,5.0,5.0,5.0
2307120010,e_e004785,가평역 경춘선,2023-07-12,5.0,5.0,5.0
2308200002,e_e006945,제 따오나 선원,2023-08-20,4.0,4.0,5.0
2308200003,e_e006945,풍물 옹심이 칼국수,2023-08-20,5.0,5.0,5.0
2308200004,e_e006945,국립춘천 박물관,2023-08-20,5.0,5.0,5.0
2308270004,e_e008914,드름산,2023-08-27,3.0,3.0,4.0
2304290002,f_f000007,W 웨딩,2023-04-29,4.0,3.0,3.0
2304290004,f_f000007,딥플로우 브루잉,2023-04-29,5.0,5.0,5.0
2304290006,f_f000007,시고 조개구이,2023-04-29,5.0,5.0,5.0
2304290008,f_f000007,GS 더 프레시 경성 부경대점,2023-04-29,4.0,4.0,4.0
2304300001,f_f000007,구자운 과자점 교대점,2023-04-30,5.0,5.0,5.0
2304300002,f_f000007,회동수원지,2023-04-30,5.0,5.0,5.0
2304300003,f_f000007,범어사,2023-04-30,4.0,4.0,4.0
2304300004,f_f000007,한터 빌,2023-04-30,4.0,4.0,4.0
2304300005,f_f000007,방어진항 남 방파제,2023-04-30,4.0,4.0,4.0
2305010001,f_f000007,슬도,2023-05-01,5.0,4.0,4.0
2305010002,f_f000007,대왕암공원 출렁다리,2023-05-01,4.0,4.0,4.0
2305010003,f_f000007,훈스짐,2023-05-01,5.0,4.0,4.0
2305010004,f_f000007,서부 성원상떼빌 아파트,2023-05-01,4.0,4.0,4.0
2305010005,f_f000007,일산해수욕장,2023-05-01,5.0,5.0,5.0
2304300002,f_f000012,하이 오션 경포,2023-04-30,4.0,4.0,4.0
2304300003,f_f000012,횡성휴게소 강릉방향,2023-04-30,4.0,4.0,4.0
2304300004,f_f000012,평창휴게소 강릉방향,2023-04-30,4.0,4.0,4.0
2304300005,f_f000012,차연희 순두부 청국장,2023-04-30,4.0,4.0,4.0
2304300007,f_f000012,하이 오션 경포,2023-04-30,4.0,4.0,4.0
2304300008,f_f000012,오봉이 해물칼국수,2023-04-30,4.0,4.0,4.0
2304300009,f_f000012,경포해수욕장,2023-04-30,5.0,5.0,5.0
2305010001,f_f000012,하이 오션 경포,2023-05-01,4.0,4.0,4.0
2305010002,f_f000012,남경 막국수,2023-05-01,5.0,5.0,5.0
2305010003,f_f000012,소 돌아들 바위,2023-05-01,5.0,4.0,4.0
2305010004,f_f000012,강냉이 소쿠리,2023-05-01,4.0,5.0,5.0
2305010005,f_f000012,순두부 젤라또 3호점,2023-05-01,3.0,2.0,2.0
2305010006,f_f000012,초당 커피 정미소,2023-05-01,3.0,2.0,2.0
2305010007,f_f000012,메밀에 감자,2023-05-01,4.0,5.0,5.0
2305010008,f_f000012,주문진 방사제,2023-05-01,4.0,3.0,3.0
2305020002,f_f000012,수제어묵 크로켓,2023-05-02,4.0,4.0,4.0
2305020003,f_f000012,이와 국수 1호점,2023-05-02,4.0,4.0,4.0
2305020004,f_f000012,에이엔 브레드,2023-05-02,4.0,5.0,5.0
2305020005,f_f000012,마시와 고속 터미널점,2023-05-02,4.0,4.0,4.0
2305020006,f_f000012,문막휴게소 서창방향,2023-05-02,4.0,4.0,4.0
2304290003,f_f000014,을지로 입구역 2호선,2023-04-29,5.0,5.0,5.0
2304290004,f_f000014,구리휴게소 일산방향,2023-04-29,5.0,5.0,5.0
2304290005,f_f000014,철원 한탄강 주상절리길 드르니 매표소,2023-04-29,4.0,5.0,5.0
2304290006,f_f000014,철원 한탄강 주상절리길 순담 매표소,2023-04-29,4.0,5.0,5.0
2304290007,f_f000014,기와집,2023-04-29,3.0,3.0,3.0
2304290008,f_f000014,고석정,2023-04-29,5.0,5.0,4.0
2304290009,f_f000014,포천아트밸리,2023-04-29,5.0,5.0,4.0
2304290010,f_f000014,프롬 스톤,2023-04-29,3.0,3.0,2.0
2304290011,f_f000014,의정부 휴게소 구리방향,2023-04-29,5.0,5.0,5.0
2304290012,f_f000014,명동거리,2023-04-29,3.0,3.0,2.0
2304290013,f_f000014,을지로 입구역 2호선,2023-04-29,5.0,5.0,5.0
2304290014,f_f000014,신원 다 마을,2023-04-29,5.0,5.0,5.0
2304290015,f_f000014,원당역 3호선,2023-04-29,5.0,5.0,5.0
2304290016,f_f000014,송이네,2023-04-29,5.0,5.0,5.0
2304290017,f_f000014,이마트 에브리데이 신원 당적,2023-04-29,5.0,5.0,5.0
2304300002,f_f000015,오창휴게소 하남방향,2023-04-30,4.0,4.0,4.0
2304300003,f_f000015,MRNW,2023-04-30,3.0,2.0,4.0
2304300004,f_f000015,하중도 유채꽃 단지,2023-04-30,4.0,4.0,4.0
2304300005,f_f000015,뱀부 가든,2023-04-30,4.0,3.0,4.0
2304300006,f_f000015,하북 농협 하나로마트,2023-04-30,5.0,5.0,5.0
2304300007,f_f000015,BN888 펜션,2023-04-30,5.0,5.0,5.0
2305010001,f_f000015,시례 정가든,2023-05-01,4.0,4.0,4.0
2305010002,f_f000015,영남알프스 얼음골 케이블카 매표소,2023-05-01,4.0,4.0,5.0
2305010003,f_f000015,천황산,2023-05-01,5.0,4.0,5.0
2305010004,f_f000015,재약산,2023-05-01,5.0,5.0,5.0
2305010005,f_f000015,언양 전통 불고기,2023-05-01,4.0,3.0,4.0
2304300003,f_f000019,버릇 식당,2023-04-30,4.0,4.0,4.0
2305010001,f_f000019,회동수원지,2023-05-01,5.0,5.0,5.0
2305010002,f_f000019,선 유도원,2023-05-01,4.0,4.0,4.0
2305010003,f_f000019,홍법사,2023-05-01,5.0,5.0,5.0
2305010004,f_f000019,직구나 담양 석갈비촌,2023-05-01,5.0,5.0,5.0
2305010005,f_f000019,스포 원 파크 금정체육공원,2023-05-01,5.0,5.0,5.0
2304280002,f_f000021,오색온천장,2023-04-28,5.0,5.0,5.0
2304280003,f_f000021,화양강 휴게소,2023-04-28,5.0,5.0,5.0
2304280004,f_f000021,백담사,2023-04-28,5.0,5.0,5.0
2304280005,f_f000021,이모네 집,2023-04-28,5.0,5.0,5.0
2304290001,f_f000021,오색온천장,2023-04-29,5.0,5.0,5.0
2304290002,f_f000021,이모네 집,2023-04-29,5.0,5.0,5.0
2304290003,f_f000021,오색약수,2023-04-29,5.0,5.0,5.0
2304290004,f_f000021,몽,2023-04-29,5.0,5.0,5.0
2304290005,f_f000021,오색 탄산온천,2023-04-29,5.0,5.0,5.0
2304290006,f_f000021,약수 식당,2023-04-29,5.0,5.0,5.0
2304300002,f_f000021,초당 할머니순두부,2023-04-30,5.0,5.0,5.0
2304300003,f_f000021,칠보산 휴게소,2023-04-30,5.0,5.0,5.0
2304300004,f_f000021,만 서리지가 네 막국수,2023-04-30,5.0,5.0,5.0
2304300002,f_f000022,철마 연밥,2023-04-30,4.0,4.0,4.0
2304300003,f_f000022,아홉 살 숲,2023-04-30,5.0,5.0,5.0
2304300004,f_f000022,다락,2023-04-30,4.0,4.0,4.0
2305010001,f_f000022,대왕암공원,2023-05-01,5.0,5.0,5.0
2305010003,f_f000022,롯데 프리미엄 아울렛 동부산점,2023-05-01,5.0,5.0,5.0
2304290004,f_f000023,시스 디자인 부산 센텀,2023-04-29,3.0,3.0,3.0
2304280002,f_f000026,판교역 광장,2023-04-28,4.0,5.0,4.0
2304280003,f_f000026,마루 정원 제빵소,2023-04-28,4.0,4.0,4.0
2304280004,f_f000026,세이지힐,2023-04-28,4.0,3.0,4.0
2304290001,f_f000026,학곡사거리 닭갈비 막국수,2023-04-29,4.0,3.0,3.0
2304290002,f_f000026,춘천 세계 주류 마켓,2023-04-29,4.0,4.0,5.0
2304290003,f_f000026,세이지힐,2023-04-29,4.0,4.0,4.0
2304290002,f_f000028,데이즈 힐,2023-04-29,5.0,4.0,4.0
2304290003,f_f000028,양평 휴게 주유소 원주 방향,2023-04-29,5.0,5.0,5.0
2304290004,f_f000028,솔봉 갈비,2023-04-29,5.0,5.0,5.0
2304300001,f_f000028,대관령,2023-04-30,5.0,5.0,5.0
2304300002,f_f000028,청기와,2023-04-30,5.0,5.0,5.0
2304300003,f_f000028,강릉커피 박물관,2023-04-30,5.0,5.0,5.0
2304300004,f_f000028,더 제니스 호텔,2023-04-30,4.0,4.0,4.0
2304290001,f_f000029,좋은 아침 베이커리,2023-04-29,5.0,5.0,5.0
2304290002,f_f000029,감자바위,2023-04-29,5.0,4.0,4.0
2304290003,f_f000029,오란다 상점,2023-04-29,5.0,5.0,5.0
2304290004,f_f000029,고래 책방,2023-04-29,5.0,5.0,5.0
2304290005,f_f000029,경양 식당,2023-04-29,4.0,3.0,3.0
2304300001,f_f000029,소꿉놀이,2023-04-30,5.0,5.0,4.0
2304290002,f_f000031,체스터 톤스 속초,2023-04-29,5.0,5.0,5.0
2304290003,f_f000031,내린천 휴게소 양양 방향,2023-04-29,3.0,3.0,2.0
2304290004,f_f000031,체스터 톤스 속초,2023-04-29,5.0,5.0,5.0
2304290005,f_f000031,갈풍집 속초점,2023-04-29,4.0,3.0,3.0
2304290006,f_f000031,청초 호수공원,2023-04-29,5.0,5.0,5.0
2304290007,f_f000031,CU 속초 청초호점,2023-04-29,5.0,5.0,5.0
2304290008,f_f000031,명품 고기랑 조개랑,2023-04-29,4.0,3.0,3.0
2304300002,f_f000031,청초수물회,2023-04-30,4.0,4.0,3.0
2304300003,f_f000031,개 배 선착장,2023-04-30,5.0,5.0,5.0
2304300004,f_f000031,달고 나 뽑기 체험장,2023-04-30,4.0,3.0,3.0
2304300005,f_f000031,CU 강릉 소금강 삼거리점,2023-04-30,4.0,4.0,4.0
2304300006,f_f000031,소금강계곡,2023-04-30,5.0,5.0,5.0
2304300007,f_f000031,흑돈 연가,2023-04-30,4.0,4.0,3.0
2305010001,f_f000031,좋은 아침,2023-05-01,4.0,3.0,3.0
2304280002,f_f000032,경기 광주 휴게소 원주 방향,2023-04-28,4.0,4.0,4.0
2304280004,f_f000032,피닉스 평창,2023-04-28,4.0,5.0,4.0
2304280005,f_f000032,피닉스 평창 볼링센터,2023-04-28,4.0,4.0,4.0
2304280006,f_f000032,피닉스 평창 유로 빌라,2023-04-28,5.0,5.0,5.0
2304290001,f_f000032,피닉스 드러그 스토어,2023-04-29,3.0,3.0,3.0
2304290002,f_f000032,피닉스 평창 온도,2023-04-29,4.0,4.0,4.0
2304290003,f_f000032,피닉스 평창 블루캐니언,2023-04-29,5.0,5.0,5.0
2304290004,f_f000032,피닉스 평창 유로 빌라,2023-04-29,5.0,5.0,5.0
2304300001,f_f000032,피닉스 평창 온도,2023-04-30,4.0,4.0,4.0
2304300002,f_f000032,피닉스 평창 키즈플레이 라운지,2023-04-30,4.0,4.0,4.0
2304300003,f_f000032,피닉스 평창 곤돌라,2023-04-30,3.0,3.0,3.0
2304300004,f_f000032,구리휴게소 일산방향,2023-04-30,4.0,3.0,3.0
2304290002,f_f000034,비와 별 닭갈비 소양강점,2023-04-29,5.0,5.0,5.0
2304290003,f_f000034,카페 감자밭 본점,2023-04-29,5.0,5.0,5.0
2304290004,f_f000034,소양강 처녀상,2023-04-29,5.0,5.0,5.0
2305010002,f_f000039,비발디파크 오션월드,2023-05-01,4.0,4.0,4.0
2305010004,f_f000039,소노벨 비발디파크,2023-05-01,5.0,5.0,5.0
2305010005,f_f000039,소노벨 비발디파크,2023-05-01,5.0,5.0,5.0
2305010006,f_f000039,양지말 화로구이,2023-05-01,5.0,5.0,5.0
2305020001,f_f000039,온 더 가든,2023-05-02,5.0,5.0,5.0
2305020002,f_f000039,알파카 월드,2023-05-02,5.0,5.0,5.0
2305020003,f_f000039,남산농협 하나로마트 광판점,2023-05-02,4.0,4.0,4.0
2305020004,f_f000039,소노벨 비발디파크,2023-05-02,5.0,5.0,5.0
2305030001,f_f000039,온 더 가든,2023-05-03,5.0,5.0,5.0
2305030002,f_f000039,김유정역 경춘선,2023-05-03,4.0,4.0,4.0
2305030003,f_f000039,의암호 스카이워크,2023-05-03,4.0,4.0,4.0
2305030004,f_f000039,춘천 삼악산 호수 케이블카,2023-05-03,5.0,5.0,5.0
2304280002,f_f000044,해운대 할미 집,2023-04-28,4.0,4.0,4.0
2304280003,f_f000044,문 토스트,2023-04-28,4.0,3.0,3.0
2304280004,f_f000044,황령산 봉수대,2023-04-28,4.0,3.0,4.0
2304280005,f_f000044,더블에이치 서스펜션,2023-04-28,4.0,4.0,4.0
2304280006,f_f000044,버튼 호텔 남포점,2023-04-28,4.0,4.0,4.0
2304280007,f_f000044,세정,2023-04-28,4.0,4.0,4.0
2304280008,f_f000044,버튼 호텔 남포점,2023-04-28,4.0,4.0,4.0
2304290001,f_f000044,희야네 황태 국밥,2023-04-29,4.0,4.0,4.0
2304290002,f_f000044,더블에이치 서스펜션,2023-04-29,4.0,4.0,4.0
2305200002,f_f000264,대경 식당,2023-05-20,5.0,5.0,5.0
2305200003,f_f000264,명주 정원,2023-05-20,5.0,5.0,5.0
2305200004,f_f000264,함창 명주 테마파크,2023-05-20,5.0,5.0,5.0
2305200005,f_f000264,상주 우산 캠핑장,2023-05-20,5.0,5.0,5.0
2305210001,f_f000264,루안,2023-05-21,5.0,5.0,5.0
2305270002,f_f000265,악양 생태공원,2023-05-27,4.0,4.0,4.0
2305200002,f_f000268,GS칼텍스 경향 주유소,2023-05-20,5.0,5.0,5.0
2305200004,f_f000268,호산 빵집,2023-05-20,3.0,2.0,2.0
2305200006,f_f000268,굿앤 구스 쏠비치 삼척 점,2023-05-20,5.0,5.0,5.0
2305200007,f_f000268,쏠비치 삼척 뜰인 더 그릴,2023-05-20,5.0,5.0,5.0
2305200008,f_f000268,쏠비치 삼척,2023-05-20,5.0,5.0,5.0
2305200009,f_f000268,쏠비치 삼척,2023-05-20,5.0,5.0,5.0
2305210001,f_f000268,쏠비치 삼척 해파리,2023-05-21,5.0,5.0,5.0
2305210002,f_f000268,도째비골스카이밸리,2023-05-21,5.0,5.0,5.0
2306030002,f_f000269,강촌 W 펜션,2023-06-03,3.0,3.0,3.0
2306030003,f_f000269,김유정역 (폐역),2023-06-03,4.0,5.0,5.0
2306030004,f_f000269,김유정문학촌,2023-06-03,3.0,2.0,2.0
2306030005,f_f000269,광판 팔뚝 김밥 김유정역점,2023-06-03,3.0,4.0,4.0
2306030007,f_f000269,금병산 약초,2023-06-03,5.0,5.0,5.0
2306030008,f_f000269,봄내길 1코스,2023-06-03,4.0,5.0,5.0
2306040001,f_f000269,춘천역 관광안내소,2023-06-04,5.0,5.0,5.0
2306040002,f_f000269,명동 닭갈비 골목,2023-06-04,3.0,3.0,3.0
2306040003,f_f000269,컬처 스페이스,2023-06-04,5.0,5.0,5.0
2306040004,f_f000269,유미 닭갈비,2023-06-04,3.0,3.0,3.0
2306040006,f_f000269,춘천 중도 물레길,2023-06-04,3.0,2.0,2.0
2306040007,f_f000269,강촌 W 펜션,2023-06-04,3.0,2.0,2.0
2306050001,f_f000269,가마솥,2023-06-05,3.0,4.0,4.0
2306050002,f_f000269,금병산 약초,2023-06-05,5.0,5.0,5.0
2305200002,f_f000272,서울역,2023-05-20,5.0,5.0,5.0
2305200003,f_f000272,부산역,2023-05-20,5.0,5.0,5.0
2305200004,f_f000272,부산역 영동 밀면,2023-05-20,4.0,4.0,4.0
2305200005,f_f000272,부산 시립미술관,2023-05-20,5.0,5.0,5.0
2305200006,f_f000272,센텀 스위트호텔,2023-05-20,4.0,4.0,4.0
2305200007,f_f000272,융캉찌에,2023-05-20,5.0,5.0,5.0
2305200008,f_f000272,밀란 더 마켓,2023-05-20,5.0,5.0,5.0
2305200009,f_f000272,광안리해수욕장,2023-05-20,5.0,5.0,5.0
2305200010,f_f000272,스시 맛이 우 센텀점,2023-05-20,4.0,4.0,4.0
2305200011,f_f000272,센텀 스위트 호텔,2023-05-20,4.0,4.0,4.0
2305210001,f_f000272,광안리해수욕장,2023-05-21,5.0,5.0,5.0
2305210002,f_f000272,수변 최고 돼지국밥,2023-05-21,5.0,5.0,5.0
2305210003,f_f000272,용두산공원,2023-05-21,4.0,4.0,4.0
2305210004,f_f000272,광복로 패션거리,2023-05-21,4.0,4.0,4.0
2305210005,f_f000272,부산 근현대 역사관 별관,2023-05-21,4.0,4.0,4.0
2305210006,f_f000272,보수동 책방 골목,2023-05-21,4.0,4.0,4.0
2305210007,f_f000272,부평 깡통시장,2023-05-21,4.0,4.0,4.0
2305210008,f_f000272,BIFF 거리,2023-05-21,4.0,4.0,4.0
2305210009,f_f000272,센텀 스위트호텔,2023-05-21,4.0,4.0,4.0
2305220001,f_f000272,송정 해녀 집,2023-05-22,5.0,5.0,5.0
2305220002,f_f000272,코랄 라느니,2023-05-22,5.0,5.0,5.0
2305220003,f_f000272,에지 993,2023-05-22,4.0,3.0,3.0
2305220004,f_f000272,해동용궁사,2023-05-22,5.0,4.0,4.0
2305220005,f_f000272,해운대해수욕장,2023-05-22,4.0,4.0,4.0
2305220006,f_f000272,센텀 스위트호텔,2023-05-22,4.0,4.0,4.0
2305230001,f_f000272,광안리해수욕장,2023-05-23,5.0,5.0,5.0
2305230002,f_f000272,히얼이자 커피,2023-05-23,5.0,5.0,5.0
2305230003,f_f000272,김해국제공항,2023-05-23,5.0,5.0,5.0
2306030002,f_f000273,대왕암공원,2023-06-03,5.0,5.0,5.0
2306030003,f_f000273,대왕암공원 오토캠핑장,2023-06-03,5.0,5.0,5.0
2306040001,f_f000273,일산해수욕장,2023-06-04,5.0,5.0,5.0
2306040002,f_f000273,장생포 고래 박물관,2023-06-04,5.0,5.0,5.0
2306040003,f_f000273,미소 지은,2023-06-04,5.0,5.0,5.0
2306040004,f_f000273,장생포 고래문화마을,2023-06-04,5.0,5.0,5.0
2305270002,f_f000274,섬진강휴게소 부산방향,2023-05-27,3.0,3.0,3.0
2305270004,f_f000274,다랭이마을,2023-05-27,3.0,2.0,2.0
2305270005,f_f000274,헐스 밴드,2023-05-27,5.0,5.0,5.0
2305270006,f_f000274,장항 해수풀장,2023-05-27,4.0,4.0,4.0
2305270007,f_f000274,상주은모래비치,2023-05-27,3.0,2.0,2.0
2305270008,f_f000274,설리해수욕장,2023-05-27,5.0,5.0,5.0
2305270009,f_f000274,초록 스토어,2023-05-27,5.0,5.0,5.0
2305270010,f_f000274,수어 메밀짜장,2023-05-27,4.0,2.0,4.0
2305270011,f_f000274,온 뷰 모텔,2023-05-27,4.0,5.0,4.0
2305270012,f_f000274,온 뷰 모텔,2023-05-27,4.0,4.0,4.0
2305280001,f_f000274,미조 돈가스 김밥,2023-05-28,4.0,4.0,4.0
2305280003,f_f000274,인산인해,2023-05-28,4.0,3.0,4.0
2306030002,f_f000275,문막휴게소 강릉방향,2023-06-03,4.0,3.0,3.0
2306030003,f_f000275,금진 해변,2023-06-03,4.0,4.0,4.0
2306030004,f_f000275,디스코 버거,2023-06-03,4.0,4.0,4.0
2306030005,f_f000275,탑스 테인 리스강 호텔,2023-06-03,5.0,5.0,5.0
