TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,VISIT_AREA_NM,TRAVEL_PERSONA
f006083,남,20,3인 이상 여행(가족 외),08,철원 한탄강 주상절리길,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006083,남,20,3인 이상 여행(가족 외),08,빽다방 의정부 발곡역점,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006083,남,20,3인 이상 여행(가족 외),08,평이 담백 뼈 칼국수 철원점,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006083,남,20,3인 이상 여행(가족 외),08,동철원농협하나로마트 본점,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006083,남,20,3인 이상 여행(가족 외),08,어메이징 래프팅,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006083,남,20,3인 이상 여행(가족 외),08,카페 공간,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006085,여,40,2인 여행(가족 외),08,청도 새마을 휴게소 하행,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,죽성 드림세트장,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,더 뮤즈 호텔,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,일광해수욕장,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,기장시장,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,해동용궁사,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,롯데시네마 동부산 아웃렛,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,대변리 바다,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,소소 옥,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006085,여,40,2인 여행(가족 외),08,울주 휴게소 함양 방향,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,카페 더 자리,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,김밥천국 동해점,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,호미곶,경북 방문/거주지 구분 없음/40세 이상/특별미션
f006089,여,40,자녀 동반 여행,08,구룡포 일본인 가옥거리,경북 방문/거주지 구분 없음/40세 이상/특별미션
