TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,CLUSTER,CLUSTER_NEW
e002340,1,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.6666666666666666,0.3333333333333333,1.0,4
e005970,1,0.5,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.8333333333333334,0.0,15
e004914,0,0.25,0.5,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,6
e004391,0,0.5,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.1666666666666666,1.0,1.0,13
e003744,1,0.0,0.5,0.1666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.0,3
e010404,1,0.25,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,2.0,11
e006208,0,0.0,0.1666666666666666,0.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1
e001215,0,0.25,0.1666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,2.0,8
e005876,1,0.25,0.0,0.5,0.5,0.8333333333333334,0.8333333333333334,1.0,0.0,9
e003686,1,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.5,1.0,0.0,15
e000751,0,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,2.0,8
e006086,1,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.5,0.1666666666666666,0.8333333333333334,0.0,3
e002160,0,0.25,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.1666666666666666,0.1666666666666666,1.0,2.0,8
e007768,0,0.75,0.0,1.0,0.8333333333333334,0.5,0.5,0.5,0.0,18
e002412,1,0.25,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.0,9
e002082,1,0.0,0.8333333333333334,0.5,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,5
e001955,1,0.75,0.5,0.5,0.5,0.5,0.5,0.8333333333333334,1.0,22
e002178,0,0.25,0.1666666666666666,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,2.0,8
e000307,0,0.25,0.0,0.5,0.0,0.5,0.1666666666666666,0.8333333333333334,2.0,8
e004488,0,0.0,0.8333333333333334,0.1666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.0,0
e007166,1,0.25,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666,1.0,2.0,11
e011715,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.5,2.0,11
e003071,0,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,1.0,1
e002745,1,0.25,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,2.0,11
e006887,1,0.0,0.0,0.0,0.5,0.5,1.0,1.0,2.0,5
e006793,1,0.75,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.5,0.6666666666666666,1.0,1.0,22
e007315,0,0.0,0.5,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.0,0
