TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,cluster
e004720,1,1.0,0.1666666666666666,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0
e000914,1,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,0.0,0
e003564,1,0.25,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,8
e000396,1,0.25,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,2
e001890,0,0.0,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.8333333333333334,7
e007797,0,0.25,0.1666666666666666,0.1666666666666666,0.0,0.0,0.5,0.8333333333333334,5
e003039,1,0.25,0.1666666666666666,1.0,0.1666666666666666,1.0,0.5,0.6666666666666666,6
e000782,0,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.1666666666666666,1
e008478,1,0.0,0.1666666666666666,0.1666666666666666,0.5,0.5,0.8333333333333334,0.3333333333333333,4
e000655,0,0.75,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.1666666666666666,1
e006837,1,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.1666666666666666,1.0,0
e008666,0,0.5,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,7
e002058,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
e010598,1,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.8333333333333334,1.0,4
e007838,1,0.25,1.0,1.0,1.0,0.8333333333333334,0.1666666666666666,0.8333333333333334,6
e007403,1,0.0,0.8333333333333334,0.5,0.5,0.6666666666666666,0.1666666666666666,0.8333333333333334,2
e007169,1,0.5,0.1666666666666666,0.0,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,2
e001267,0,0.5,0.5,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.8333333333333334,9
e005765,0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666666,1
e001538,0,0.5,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,5
e000608,1,0.0,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,6
e003810,1,0.25,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,8
e010900,0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,7
e002491,0,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,7
e000556,0,0.25,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,3
e002389,1,1.0,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.5,0.6666666666666666,0.3333333333333333,0
e003334,0,0.25,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.5,1.0,0.5,7
e007807,1,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,2
e005532,0,0.75,0.5,0.5,1.0,0.5,0.0,1.0,9
e003175,1,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.8333333333333334,4
e001098,1,0.25,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.6666666666666666,0.5,6
e000627,0,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.6666666666666666,9
e007836,1,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.6666666666666666,4
e012144,1,0.0,0.6666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,1.0,8
e011483,1,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.1666666666666666,1.0,2
e000346,0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,1
e003929,1,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,6
e007231,1,1.0,0.1666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0
e006884,0,0.25,0.0,0.0,0.0,0.0,0.1666666666666666,0.6666666666666666,5
e003449,1,1.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.5,0.5,0
e001544,1,0.25,0.5,0.0,0.0,1.0,0.0,1.0,8
e010174,1,0.0,0.1666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,8
e006179,1,0.25,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,4
e003381,1,0.25,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,0.3333333333333333,0.8333333333333334,8
e009505,0,0.25,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,3
e007871,1,0.5,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.5,0.0,0.8333333333333334,8
e007583,0,0.0,0.8333333333333334,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,7
e002045,0,0.25,0.1666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.6666666666666666,5
e001251,1,0.25,0.8333333333333334,0.3333333333333333,0.5,0.8333333333333334,0.5,0.1666666666666666,6
e003409,1,0.25,0.0,0.0,0.5,0.5,1.0,1.0,4
e003870,0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,1
e003547,1,0.0,0.8333333333333334,0.5,0.5,0.8333333333333334,0.6666666666666666,0.1666666666666666,6
e004313,1,0.0,0.1666666666666666,0.0,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,8
e001188,0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1
e010740,1,0.0,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,8
e006816,0,0.25,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.8333333333333334,5
e010729,1,0.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.6666666666666666,8
e000745,1,0.5,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.0,0.6666666666666666,2
e010991,0,0.25,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,1.0,5
e007421,1,0.25,0.0,0.0,1.0,0.0,0.0,1.0,2
e001142,1,0.25,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.8333333333333334,4
e001026,0,0.25,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,0.8333333333333334,5
e002284,0,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666,0.8333333333333334,1.0,3
e004561,1,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.6666666666666666,4
e004050,1,0.25,0.5,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.1666666666666666,1.0,2
e003775,1,0.25,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.8333333333333334,8
e000686,0,0.25,0.3333333333333333,0.0,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,9
e007862,1,0.5,0.5,0.3333333333333333,0.5,0.5,0.8333333333333334,0.8333333333333334,6
e007914,1,0.0,0.5,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,1.0,4
e002775,1,0.5,0.0,0.5,0.8333333333333334,0.3333333333333333,0.1666666666666666,0.1666666666666666,0
e006497,0,0.5,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.3333333333333333,5
e004655,1,0.25,0.5,0.5,0.5,0.5,0.5,0.5,6
e002625,1,0.25,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.8333333333333334,6
e009412,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,6
e012268,1,0.25,0.0,0.1666666666666666,0.1666666666666666,0.0,0.8333333333333334,0.1666666666666666,4
e002064,0,0.0,0.8333333333333334,0.0,1.0,0.1666666666666666,0.0,1.0,9
e007816,0,0.25,0.5,0.8333333333333334,0.1666666666666666,0.5,0.0,0.3333333333333333,1
e002084,0,0.0,0.3333333333333333,0.1666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,3
e005157,0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1
e002570,0,0.75,0.1666666666666666,0.5,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.8333333333333334,1
e010492,1,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.6666666666666666,8
e006272,1,0.25,0.3333333333333333,0.5,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0
e004326,0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,7
