TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY,TRAVEL_ID,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_DAYS,MAIN_TRAVEL_MONTH,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RELATION_TYPE,CLUSTER
h000092,1,0.0,0.0,0.8333333333333334,0.0,0.1666666666666666,1.0,0.0,나홀로 여행,h_h000092,2023-05-23,2023-05-27,대중교통 등,5,5,창금,1,4.0,2.0,2.0,혼자,1.0
h000092,1,0.0,0.0,0.8333333333333334,0.0,0.1666666666666666,1.0,0.0,나홀로 여행,h_h000092,2023-05-23,2023-05-27,대중교통 등,5,5,제주공항 렌터카 본사,12,4.0,4.0,4.0,혼자,1.0
h000468,1,0.25,0.8333333333333334,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h000468,2023-06-08,2023-06-11,대중교통 등,4,6,박수기정,1,5.0,5.0,5.0,친구,1.0
h000468,1,0.25,0.8333333333333334,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,2인 여행(가족 외),h_h000468,2023-06-08,2023-06-11,대중교통 등,4,6,OHD 카페,1,5.0,5.0,5.0,친구,1.0
g003412,1,0.25,0.5,0.0,0.5,0.5,0.8333333333333334,1.0,2인 가족 여행,g_g003412,2023-07-05,2023-07-07,자가용,3,7,슬지 제빵소,4,5.0,4.0,5.0,가족,0.0
g003412,1,0.25,0.5,0.0,0.5,0.5,0.8333333333333334,1.0,2인 가족 여행,g_g003412,2023-07-05,2023-07-07,자가용,3,7,채석강,1,5.0,3.0,4.0,가족,0.0
g003412,1,0.25,0.5,0.0,0.5,0.5,0.8333333333333334,1.0,2인 가족 여행,g_g003412,2023-07-05,2023-07-07,자가용,3,7,대장봉,1,4.0,2.0,3.0,가족,0.0
g003412,1,0.25,0.5,0.0,0.5,0.5,0.8333333333333334,1.0,2인 가족 여행,g_g003412,2023-07-05,2023-07-07,자가용,3,7,선유도해수욕장,1,3.0,3.0,3.0,가족,0.0
g001982,1,0.0,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.8333333333333334,2인 여행(가족 외),g_g001982,2023-06-14,2023-06-16,대중교통 등,3,6,순천만 국가정원,1,5.0,5.0,5.0,친구,0.0
g001982,1,0.0,0.1666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.8333333333333334,2인 여행(가족 외),g_g001982,2023-06-14,2023-06-16,대중교통 등,3,6,순천만습지,1,5.0,5.0,5.0,친구,0.0
