TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,VISIT_AREA_NM,CLUSTER_NEW
e004720,1,1.0,2인 가족 여행,강서 둘레길 1코스(개화산 숲길),29
e004720,1,1.0,2인 가족 여행,롯데몰 김포공항점,29
e000914,1,0.0,나홀로 여행,SETEC,4
e003564,1,0.25,자녀 동반 여행,국립과천과학관,11
e000396,1,0.25,2인 가족 여행,영종 씨사이드 레일바이크,11
e000396,1,0.25,2인 가족 여행,파라다이스 시티 원더 박스,11
e001890,0,0.0,2인 여행(가족 외),창룡문,0
e001890,0,0.0,2인 여행(가족 외),화성행궁 광장,0
e007797,0,0.25,나홀로 여행,파산 서원,8
e007797,0,0.25,나홀로 여행,운정 호수 공원,8
e007797,0,0.25,나홀로 여행,뮌스터담,8
e003039,1,0.25,나홀로 여행,남한강 마트 설악점,10
e000782,0,0.75,3인 이상 여행(가족 외),강변 테크노마트,18
e000782,0,0.75,3인 이상 여행(가족 외),CGV 강변,18
e008478,1,0.0,2인 여행(가족 외),메가박스 킨텍스,4
e008478,1,0.0,2인 여행(가족 외),현대백화점 킨텍스점,4
e008478,1,0.0,2인 여행(가족 외),트레이더스 홀세일 클럽 킨텍스점,4
e008478,1,0.0,2인 여행(가족 외),킨텍스 제1전시장,4
e000655,0,0.75,나홀로 여행,부천 호수 식물원 수피아,18
e000655,0,0.75,나홀로 여행,상동호수 공원,18
e000655,0,0.75,나홀로 여행,부천식물원,18
e000655,0,0.75,나홀로 여행,부천중앙공원,18
e006837,1,1.0,자녀 동반 여행,더티 트렁크,29
e006837,1,1.0,자녀 동반 여행,스타필드 고양,29
e008666,0,0.5,나홀로 여행,코엑스 B 홀,12
e002058,0,1.0,3인 이상 여행(가족 외),화담숲 매표소,24
e010598,1,0.0,2인 여행(가족 외),리움미술관,4
e010598,1,0.0,2인 여행(가족 외),헤리티지 플로스,4
e010598,1,0.0,2인 여행(가족 외),에딧 에디션,4
e007838,1,0.25,나홀로 여행,국립중앙박물관,10
e007403,1,0.0,3인 이상 여행(가족 외),긱스나 PC,3
e007169,1,0.5,자녀 동반 여행,예술의전당,15
e001267,0,0.5,2인 여행(가족 외),말똥 도넛 파주점,14
e001267,0,0.5,2인 여행(가족 외),오두산 통일전망대,14
e001267,0,0.5,2인 여행(가족 외),헤이리 예술마을,14
e001267,0,0.5,2인 여행(가족 외),파주 신세계 프리미엄 아울렛 전기차 충전소(테슬라 전용),14
e005765,0,0.5,2인 여행(가족 외),소마미술관,12
e001538,0,0.5,3인 이상 여행(가족 외),용문사,14
e000608,1,0.0,나홀로 여행,두타몰,5
e000608,1,0.0,나홀로 여행,동대문 역사 문화공원 동대문운동장 기념관,5
e000608,1,0.0,나홀로 여행,코엑스,5
e003810,1,0.25,2인 가족 여행,수원시립미술관,11
e010900,0,0.0,2인 여행(가족 외),스타필드 고양,0
e010900,0,0.0,2인 여행(가족 외),스몹 고양점,0
e010900,0,0.0,2인 여행(가족 외),아쿠아 필드 고양,0
e002491,0,0.0,2인 여행(가족 외),영중농협 하나로마트 본점,0
e002491,0,0.0,2인 여행(가족 외),백운계곡,0
e000556,0,0.25,부모 동반 여행,카리브해,7
e002389,1,1.0,2인 가족 여행,파주출판 단지 치유의 숲,27
e002389,1,1.0,2인 가족 여행,심학산 약천사,27
e002389,1,1.0,2인 가족 여행,심학산 둘레길,27
e003334,0,0.25,나홀로 여행,카페다,7
e003334,0,0.25,나홀로 여행,렛츠 런 파크 서울,7
e003334,0,0.25,나홀로 여행,렛츠 런 파크 서울 러키 빌,7
e003334,0,0.25,나홀로 여행,렛츠 런 파크 서울 말 박물관,7
e007807,1,0.5,2인 여행(가족 외),숭례문,15
e007807,1,0.5,2인 여행(가족 외),아르코예술극장,15
e007807,1,0.5,2인 여행(가족 외),낙산공원,15
e007807,1,0.5,2인 여행(가족 외),한양도성 혜화동 전시 안내센터,15
e007807,1,0.5,2인 여행(가족 외),인사동 문화의 거리,15
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 정문,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 허리케인 어트랙션,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 롤링엑스트레인,20
e005532,0,0.75,3인 이상 여행(가족 외),KFC 용인 에버랜드점,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 아마존 익스프레스,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 슈팅 워터 펀밤밤 클럽,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 T 익스프레스,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 사파리월드,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 밤밤  서머 나이트,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 문라인드 퍼레이드,20
e005532,0,0.75,3인 이상 여행(가족 외),오오 츄,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 Evertopia,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 매표소,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 파도 풀,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안 베이 어드벤처 풀,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 와일드 리버풀,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 네일 스티커 체험 및 구매,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 유수풀,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 라꼬 스타,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 파도 풀 클럽 캐비 풀 파티,20
e005532,0,0.75,3인 이상 여행(가족 외),에버랜드 샤워실 및 퇴장,20
e005532,0,0.75,3인 이상 여행(가족 외),캐리비안베이 피크닉,20
e003175,1,0.25,자녀 동반 여행,두물머리,9
e001098,1,0.25,2인 여행(가족 외),고모리 저수지,10
e001098,1,0.25,2인 여행(가족 외),패밀리제2주유소,10
e000627,0,0.5,나홀로 여행,드라마(야왕) 촬영지 방문(포스코 송도사옥),12
e000627,0,0.5,나홀로 여행,인천도시 역사관 및 센트럴파크,12
e000627,0,0.5,나홀로 여행,인천시 송도지역축제,12
e000627,0,0.5,나홀로 여행,송도센트럴파크,12
e007836,1,0.5,자녀 동반 여행,롯데 프리미엄 아울렛 이천점,16
e012144,1,0.0,2인 가족 여행,남대문시장 대도 상가,3
e012144,1,0.0,2인 가족 여행,포토 시그니처 명동,3
e012144,1,0.0,2인 가족 여행,남산 서울타워,3
e011483,1,0.0,2인 여행(가족 외),그라운드 시 소 성수,3
e011483,1,0.0,2인 여행(가족 외),공간 와디즈,3
e011483,1,0.0,2인 여행(가족 외),픽닷,3
e000346,0,1.0,3인 이상 여행(가족 외),하나개해수욕장,24
e003929,1,0.5,나홀로 여행,키자니아 서울,17
e007231,1,1.0,2인 여행(가족 외),고척스카이돔 전면 광장,29
e007231,1,1.0,2인 여행(가족 외),서울아트 책 보고,29
e007231,1,1.0,2인 여행(가족 외),서울동물복지 지원센터구로,29
e007231,1,1.0,2인 여행(가족 외),서울특별시 교육청 과학전시관 남부분관,29
e007231,1,1.0,2인 여행(가족 외),구로구청,29
e006884,0,0.25,2인 가족 여행,소소 온기,8
e006884,0,0.25,2인 가족 여행,족발 구역 마석점,8
e003449,1,1.0,2인 여행(가족 외),백운계곡,27
e003449,1,1.0,2인 여행(가족 외),의정부 제일시장,27
e001544,1,0.25,2인 가족 여행,장안문,11
e001544,1,0.25,2인 가족 여행,방화수류정,11
e001544,1,0.25,2인 가족 여행,행궁동 벽화마을,11
e001544,1,0.25,2인 가족 여행,화성행궁,11
e010174,1,0.0,2인 여행(가족 외),SETEC,3
e010174,1,0.0,2인 여행(가족 외),바운스 트램펄린 파크 삼성센터,3
e010174,1,0.0,2인 여행(가족 외),배스킨라빈스 파르나스 몰 점,3
e010174,1,0.0,2인 여행(가족 외),애니팝 보드게임 만화카페,3
e006179,1,0.25,2인 여행(가족 외),국기원,9
e006179,1,0.25,2인 여행(가족 외),천년동안도,9
e006179,1,0.25,2인 여행(가족 외),볼보 자동차 강남 시네 사전 시장(에이치 모터스),9
e003381,1,0.25,2인 여행(가족 외),카페 모아이,11
e003381,1,0.25,2인 여행(가족 외),아침고요 수목원,11
e009505,0,0.25,2인 여행(가족 외),장흥 참숯가마,7
e009505,0,0.25,2인 여행(가족 외),브루다 양주,7
e007871,1,0.5,자녀 동반 여행,서울역사박물관,16
e007871,1,0.5,자녀 동반 여행,서대문형무소 역사관,16
e007871,1,0.5,자녀 동반 여행,국립 대한민국임시정부기념관,16
e007583,0,0.0,2인 여행(가족 외),아이파크몰 용산점,0
e002045,0,0.25,2인 여행(가족 외),시흥갯골생태공원,8
e002045,0,0.25,2인 여행(가족 외),시흥 프리미엄 아울렛,8
e002045,0,0.25,2인 여행(가족 외),아산스파비스,8
e001251,1,0.25,자녀 동반 여행,롯데 아울렛 서울역점,10
e001251,1,0.25,자녀 동반 여행,더 플라자 별관,10
e001251,1,0.25,자녀 동반 여행,덕수궁,10
e001251,1,0.25,자녀 동반 여행,숭례문,10
e003409,1,0.25,2인 여행(가족 외),그라운드 시 소 성수,9
e003409,1,0.25,2인 여행(가족 외),섬세 테라리엄,9
e003409,1,0.25,2인 여행(가족 외),서래섬,9
e003409,1,0.25,2인 여행(가족 외),위글위글 도산 플래그십 스토어,9
e003409,1,0.25,2인 여행(가족 외),탬버린즈하우스 도산,9
e003870,0,1.0,3대 동반 여행(친척 포함),화담숲,24
e003870,0,1.0,3대 동반 여행(친척 포함),열미계곡,24
e003870,0,1.0,3대 동반 여행(친척 포함),롯데 프리미엄 아울렛 이천점,24
e003547,1,0.0,나홀로 여행,서울어린이대공원 동물원,4
e003547,1,0.0,나홀로 여행,롯데백화점 건대 스타시티점,4
e003547,1,0.0,나홀로 여행,동대문디자인플라자,4
e003547,1,0.0,나홀로 여행,청계천,4
e004313,1,0.0,나홀로 여행,일산 호수공원,3
e004313,1,0.0,나홀로 여행,일산 시장,3
e004313,1,0.0,나홀로 여행,밤 다시 마을,3
e001188,0,0.5,3인 이상 여행(가족 외),곤지암리조트,14
e010740,1,0.0,나홀로 여행,한지문화산업센터,3
e010740,1,0.0,나홀로 여행,서울도 본 관광코스 북촌 한옥마을,3
e006816,0,0.25,2인 여행(가족 외),국군복지단 포천 푸르미 마트,8
e010729,1,0.0,부모 동반 여행,신사 까치공원,3
e010729,1,0.0,부모 동반 여행,신사동 가로수 길,3
e000745,1,0.5,3인 이상 여행(가족 외),국립 농업박물관,15
e010991,0,0.25,2인 여행(가족 외),뉴삼봉 수상 레저,8
e010991,0,0.25,2인 여행(가족 외),두물머리,8
e007421,1,0.25,2인 여행(가족 외),메가박스 수원 AK플라자점,11
e007421,1,0.25,2인 여행(가족 외),수원 화성 팔달문,11
e007421,1,0.25,2인 여행(가족 외),행리단길,11
e001142,1,0.25,2인 여행(가족 외),인천 차이나타운,9
e001142,1,0.25,2인 여행(가족 외),월미도,9
e001142,1,0.25,2인 여행(가족 외),비비탄 사격장 풍선 다트,9
e001142,1,0.25,2인 여행(가족 외),인천상륙작전기념관,9
e001142,1,0.25,2인 여행(가족 외),인천광역시립 박물관,9
e001026,0,0.25,2인 가족 여행,화담숲,8
e001026,0,0.25,2인 가족 여행,경안시장,8
e002284,0,0.0,2인 여행(가족 외),농협안성팜랜드,1
e002284,0,0.0,2인 여행(가족 외),스타필드 안성,1
e004561,1,0.25,나홀로 여행,시흥 배곧 한울 공원,9
e004561,1,0.25,나홀로 여행,까사미아 신세계사이먼 시흥 아울렛점,9
e004050,1,0.25,자녀 동반 여행,아유 스페이스,11
e004050,1,0.25,자녀 동반 여행,스타필드 하남,11
e003775,1,0.25,2인 여행(가족 외),유니클로 광화문 D타워점,11
e000686,0,0.25,2인 여행(가족 외),용인자연휴양림,6
e007862,1,0.5,2인 여행(가족 외),짜장면 박물관,17
e007862,1,0.5,2인 여행(가족 외),누들 플랫폼,17
e007862,1,0.5,2인 여행(가족 외),신포국제시장,17
e007862,1,0.5,2인 여행(가족 외),인천개항장 근대건축전시관,17
e007862,1,0.5,2인 여행(가족 외),대불호텔 전시관,17
e007862,1,0.5,2인 여행(가족 외),인천 차이나타운,17
e007914,1,0.0,2인 여행(가족 외),이케아 광명점,5
e007914,1,0.0,2인 여행(가족 외),광명동굴,5
e007914,1,0.0,2인 여행(가족 외),광명 업사이클 아트센터,5
e002775,1,0.5,자녀 동반 여행,관곡지,15
e002775,1,0.5,자녀 동반 여행,계수 가든,15
e002775,1,0.5,자녀 동반 여행,시흥갯골 농장,15
e002775,1,0.5,자녀 동반 여행,시흥갯골생태공원,15
e006497,0,0.5,자녀 동반 여행,교보문고 강남점,14
e006497,0,0.5,자녀 동반 여행,서래 마을,14
e006497,0,0.5,자녀 동반 여행,카카오 프렌즈 강남 플래그십스토어,14
e006497,0,0.5,자녀 동반 여행,지오다노 강남역점,14
e006497,0,0.5,자녀 동반 여행,현대 시티 아울렛 동대문점,14
e004655,1,0.25,2인 여행(가족 외),해바라기 소극장,10
e004655,1,0.25,2인 여행(가족 외),이화동 벽화마을,10
e002625,1,0.25,2인 여행(가족 외),국립유명산자연휴양림,10
e002625,1,0.25,2인 여행(가족 외),신세계 프리미엄 아울렛 여주,10
e009412,1,0.0,2인 여행(가족 외),서울숲,4
e009412,1,0.0,2인 여행(가족 외),광야 서울,4
e012268,1,0.25,2인 여행(가족 외),가평 레일파크,9
e012268,1,0.25,2인 여행(가족 외),아침고요 수목원,9
e002064,0,0.0,2인 여행(가족 외),타임스퀘어,2
e007816,0,0.25,나홀로 여행,현대백화점 중동점,6
e007816,0,0.25,나홀로 여행,현대백화점 유플렉스 중동점,6
e002084,0,0.0,2인 여행(가족 외),임진각 평화누리,1
e002084,0,0.0,2인 여행(가족 외),헤이리 예술마을,1
e005157,0,1.0,자녀 동반 여행,국립중앙박물관,24
e005157,0,1.0,자녀 동반 여행,롯데 아울렛 서울역점,24
e002570,0,0.75,3인 이상 여행(가족 외),코리 달리 그 카페,19
e002570,0,0.75,3인 이상 여행(가족 외),잘 잠 157,19
e010492,1,0.0,부모 동반 여행,모래내시장,3
e010492,1,0.0,부모 동반 여행,개항장 문화마당,3
e006272,1,0.25,2인 여행(가족 외),수원 월드컵 경기장,11
e004326,0,0.0,3인 이상 가족 여행(친척 포함),홈플러스 익스프레스 북변점,0
e004326,0,0.0,3인 이상 가족 여행(친척 포함),김포한강야생조류생태공원,0
e004326,0,0.0,3인 이상 가족 여행(친척 포함),한국야생조류보호 협회,0
e004326,0,0.0,3인 이상 가족 여행(친척 포함),피자 아볼로 김포점,0
e004658,1,0.0,2인 여행(가족 외),청계광장,3
e004658,1,0.0,2인 여행(가족 외),덕수궁,3
e004658,1,0.0,2인 여행(가족 외),남산공원 N서울타워,3
e004658,1,0.0,2인 여행(가족 외),세우아트센터,3
e007796,1,0.5,자녀 동반 여행,파크 프리 베,16
e007796,1,0.5,자녀 동반 여행,네파 의정부 장암 직영 5점,16
e007155,1,0.0,2인 여행(가족 외),캠프통포레스트,4
e002527,1,0.25,나홀로 여행,김포 장릉,10
e005472,0,0.0,2인 가족 여행,더 현대 서울,0
e005472,0,0.0,2인 가족 여행,여의도 한강공원,0
e005472,0,0.0,2인 가족 여행,AK플라자 홍대,0
e002991,1,0.5,3인 이상 가족 여행(친척 포함),채선당 M 수원 아주대점,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),동북각루,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),행궁동 벽화마을,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),포토 그레이 수원 행궁점,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),카자 구루메,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),행리단길,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),수원 화성 화홍문,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),88배드민턴클럽,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),차고 달고 아이스크림 24,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),여호와의 증인 왕 국회 간,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),수원 월드컵 경기장,15
e002991,1,0.5,3인 이상 가족 여행(친척 포함),수원 월드컵 경기장 조각 공원,15
e004393,1,0.0,2인 여행(가족 외),화성행궁,5
e004393,1,0.0,2인 여행(가족 외),청년 공유 오피스,5
e003006,0,0.25,2인 가족 여행,남한산성 행궁,6
e003006,0,0.25,2인 가족 여행,남한산성 참 먹거리,6
e004860,1,0.0,2인 가족 여행,수원 KT위즈 파크,5
e004860,1,0.0,2인 가족 여행,수원 화성 화홍문,5
e004860,1,0.0,2인 가족 여행,효원공원,5
e004860,1,0.0,2인 가족 여행,효원공원 월화원,5
e004860,1,0.0,2인 가족 여행,카페 도화,5
e004860,1,0.0,2인 가족 여행,방화수류정,5
e000693,0,0.5,자녀 동반 여행,송도센트럴파크,13
e000693,0,0.5,자녀 동반 여행,꿈꾸는 공원,13
e000693,0,0.5,자녀 동반 여행,인천도시 역사관,13
e004380,1,0.25,자녀 동반 여행,송도 달빛축제공원,9
e010724,1,0.0,2인 여행(가족 외),현대 프리미엄 아울렛 스페이스 원,5
e000018,1,0.5,자녀 동반 여행,고양어린이 박물관,16
e011151,0,0.25,2인 가족 여행,북한산국립공원,7
e011151,0,0.25,2인 가족 여행,스타필드 고양,7
e001351,0,0.25,2인 여행(가족 외),두물머리,7
e011588,0,0.5,자녀 동반 여행,장흥 한옥 수영장,12
e011588,0,0.5,자녀 동반 여행,일산 호수공원,12
e001458,1,1.0,자녀 동반 여행,현대 프리미엄 아울렛 김포점,28
e007800,0,0.25,자녀 동반 여행,포켓몬코리아,6
e003885,1,0.0,2인 여행(가족 외),안양중앙시장,5
e003885,1,0.0,2인 여행(가족 외),안양예술공원,5
e003885,1,0.0,2인 여행(가족 외),엔터식스 안양역점,5
e005483,1,0.25,2인 가족 여행,장안문,11
e005483,1,0.25,2인 가족 여행,수원 화성 화서문,11
e005483,1,0.25,2인 가족 여행,수원 화성 서북공심돈,11
e005483,1,0.25,2인 가족 여행,수원 화성 북동적대,11
e005483,1,0.25,2인 가족 여행,수원 화성 북동포루,11
e005483,1,0.25,2인 가족 여행,방화수류정,11
e005483,1,0.25,2인 가족 여행,용연,11
e005483,1,0.25,2인 가족 여행,행궁동 벽화마을,11
e005483,1,0.25,2인 가족 여행,수원 화성 박물관,11
e005781,1,0.0,부모 동반 여행,축령산 자연휴양림,5
e005781,1,0.0,부모 동반 여행,한국 초콜릿 연구소 뮤지엄,5
e005781,1,0.0,부모 동반 여행,늘 푸른 초원,5
e005781,1,0.0,부모 동반 여행,오월 볼링센터,5
e005110,0,0.25,3인 이상 여행(가족 외),용추계곡,8
e005110,0,0.25,3인 이상 여행(가족 외),가평군 농협 하나로마트 본점,8
e013030,0,0.5,자녀 동반 여행,제부도 바다,13
e003867,1,0.0,2인 여행(가족 외),메가박스 하남 스타필드,3
e003867,1,0.0,2인 여행(가족 외),스타필드 하남,3
e003867,1,0.0,2인 여행(가족 외),미사 호수 공원,3
e003126,1,0.0,3인 이상 여행(가족 외),가평천,5
e003126,1,0.0,3인 이상 여행(가족 외),아침고요 수목원,5
e008174,0,0.5,나홀로 여행,모락산,13
e009771,0,0.0,2인 여행(가족 외),국립현대미술관 서울,1
e009771,0,0.0,2인 여행(가족 외),오벨리아 베이커리 카페,1
e004821,1,0.0,2인 여행(가족 외),광교호수공원,3
e004821,1,0.0,2인 여행(가족 외),수원 화성,3
e007509,1,0.25,자녀 동반 여행,에버랜드,10
e010055,1,0.25,3인 이상 여행(가족 외),인천 차이나타운,9
e010055,1,0.25,3인 이상 여행(가족 외),월미테마파크,9
e003433,0,0.25,3인 이상 여행(가족 외),수원 월드컵 경기장 스포츠센터 스킨스쿠버,7
e003433,0,0.25,3인 이상 여행(가족 외),수원 화성 화서문,7
e003433,0,0.25,3인 이상 여행(가족 외),무니 버스 2호점,7
e005711,1,1.0,2인 가족 여행,일산 호수공원,29
e003237,1,0.25,2인 가족 여행,한탄강 하늘다리,11
e003237,1,0.25,2인 가족 여행,비둘기낭폭포,11
e000942,0,0.25,2인 여행(가족 외),임진각 관광지 바람의 언덕,8
e000942,0,0.25,2인 여행(가족 외),가드너스,8
e006098,1,0.25,3인 이상 여행(가족 외),서울시립미술관 서소문 본관,11
e006098,1,0.25,3인 이상 여행(가족 외),덕수궁 돌담길,11
e006098,1,0.25,3인 이상 여행(가족 외),덕수궁,11
e006098,1,0.25,3인 이상 여행(가족 외),청계천 한빛광장,11
e005102,0,0.25,2인 여행(가족 외),수정 어린이 공원,6
e005102,0,0.25,2인 여행(가족 외),서울 식물원,6
e005351,1,0.0,3인 이상 여행(가족 외),가평역 주차장,3
e005351,1,0.0,3인 이상 여행(가족 외),명월촌 오리집,3
e005351,1,0.0,3인 이상 여행(가족 외),이화원,3
e004800,0,0.0,2인 여행(가족 외),석촌호수 동호,2
e004800,0,0.0,2인 여행(가족 외),롯데리아 롯데백 잠실 광장점,2
e004800,0,0.0,2인 여행(가족 외),롯데월드,2
e004800,0,0.0,2인 여행(가족 외),롯데월드타워 롯데월드몰,2
e004800,0,0.0,2인 여행(가족 외),숲속 한방랜드 본점,2
e004800,0,0.0,2인 여행(가족 외),대원 뮤지엄,2
e003241,0,0.25,2인 가족 여행,월미테마파크,7
e003241,0,0.25,2인 가족 여행,인천 차이나타운,7
e003241,0,0.25,2인 가족 여행,동화마을 연경,7
e004245,0,0.25,2인 여행(가족 외),망우역사 문화공원,8
e004245,0,0.25,2인 여행(가족 외),앤유 PC,8
e004864,1,0.0,2인 가족 여행,도곡시장,4
e004864,1,0.0,2인 가족 여행,서울숲,4
e007660,1,0.0,나홀로 여행,구산 셀프주유소,5
e007660,1,0.0,나홀로 여행,아쿠아 필드 하남,5
e007660,1,0.0,나홀로 여행,트레이더스 홀세일 클럽 하남점,5
e007660,1,0.0,나홀로 여행,스타필드 하남,5
e006544,1,0.0,2인 여행(가족 외),코엑스 A 홀,3
e006544,1,0.0,2인 여행(가족 외),코엑스 B 홀,3
e006544,1,0.0,2인 여행(가족 외),현대백화점 무역센터점,3
e000037,1,0.25,나홀로 여행,카페 가우디,9
e005175,0,0.25,부모 동반 여행,ak 영 타운(수원역점),8
e005175,0,0.25,부모 동반 여행,화성행궁,8
e005175,0,0.25,부모 동반 여행,수원팔색길 화성 성곽길,8
e001140,0,0.5,나홀로 여행,가나아트파크,12
e001140,0,0.5,나홀로 여행,셀프 제일 주유소,12
e002176,1,0.5,나홀로 여행,양주시립민복진미술관,16
e002176,1,0.5,나홀로 여행,양주시립 장욱진미술관,16
e006407,0,0.0,2인 여행(가족 외),리바이스 가로수길 플래그십스토어,0
e006407,0,0.0,2인 여행(가족 외),세종문화회관 대극장,0
e008809,1,0.0,2인 여행(가족 외),온 천집 익선,3
e008809,1,0.0,2인 여행(가족 외),익선동 한옥거리,3
e008809,1,0.0,2인 여행(가족 외),델픽 안국 플래그십 스토어,3
e008809,1,0.0,2인 여행(가족 외),북촌 한옥마을,3
e008809,1,0.0,2인 여행(가족 외),포장마차 거리(종로 3가),3
e001382,1,0.25,2인 여행(가족 외),어 로프 슬라이스 피스 퇴촌점,11
e001382,1,0.25,2인 여행(가족 외),이함 캠퍼스,11
e009772,1,0.25,2인 여행(가족 외),북한산성 입구,9
e009772,1,0.25,2인 여행(가족 외),김근태 기념 도서관,9
e003062,0,0.25,2인 여행(가족 외),에버랜드,7
e003062,0,0.25,2인 여행(가족 외),신대철,7
e003062,0,0.25,2인 여행(가족 외),한국민속촌,7
e003062,0,0.25,2인 여행(가족 외),시흥 프리미엄 아울렛,7
e005886,0,0.25,3인 이상 여행(가족 외),더 현대 서울,7
e005886,0,0.25,3인 이상 여행(가족 외),IFC 몰,7
e005886,0,0.25,3인 이상 여행(가족 외),타이프 한강점,7
e005886,0,0.25,3인 이상 여행(가족 외),포토 이즘 박스 상수점,7
e005886,0,0.25,3인 이상 여행(가족 외),우이동 계곡,7
e006452,1,0.0,2인 여행(가족 외),일월 수목원,5
e006452,1,0.0,2인 여행(가족 외),AK플라자 수원,5
e006452,1,0.0,2인 여행(가족 외),행리단길,5
e006452,1,0.0,2인 여행(가족 외),창룡문,5
e006452,1,0.0,2인 여행(가족 외),플라잉 수원,5
e003419,1,0.0,2인 여행(가족 외),그린에너지 주유소,5
e003419,1,0.0,2인 여행(가족 외),에코의 서재,5
e003419,1,0.0,2인 여행(가족 외),한국민속촌,5
e003419,1,0.0,2인 여행(가족 외),한국민속촌 장터,5
e003419,1,0.0,2인 여행(가족 외),한국민속촌 야외공연장,5
e002760,0,0.25,자녀 동반 여행,파주 나비 나라,6
e002760,0,0.25,자녀 동반 여행,활판인쇄 박물관,6
e001132,0,0.0,2인 여행(가족 외),용설호 문화마을,2
e010678,1,0.0,2인 여행(가족 외),월미 바다역,3
e010678,1,0.0,2인 여행(가족 외),월미문화의 거리,3
e010678,1,0.0,2인 여행(가족 외),마이랜드,3
e002931,0,0.75,3인 이상 여행(가족 외),고성산,20
e000025,1,0.5,자녀 동반 여행,캐널시티,17
e001471,0,0.25,나홀로 여행,다산 현대 스페이스 원,8
e000360,0,0.25,2인 가족 여행,율봄식물원,8
e000360,0,0.25,2인 가족 여행,어로프 슬라이스피스,8
e000818,1,0.25,2인 여행(가족 외),롯데마트 덕소점,11
e000818,1,0.25,2인 여행(가족 외),소풍,11
e011396,1,0.0,나홀로 여행,현대백화점 판교점,3
e004310,0,0.5,3인 이상 여행(가족 외),도그 스포 지움 송추점,13
e007770,1,0.0,나홀로 여행,종로 음악사,3
e007770,1,0.0,나홀로 여행,경복궁,3
e007770,1,0.0,나홀로 여행,봄날 아트홀,3
e002784,1,0.0,나홀로 여행,덕수궁,3
e002784,1,0.0,나홀로 여행,청계천,3
e002784,1,0.0,나홀로 여행,올림픽공원,3
e002784,1,0.0,나홀로 여행,KSPO DOME 올림픽 체조경기장,3
e011413,1,0.25,자녀 동반 여행,엉클브룩스주 평택,9
e011413,1,0.25,자녀 동반 여행,할로 하우디,9
e007192,1,0.25,나홀로 여행,꽃향기공원,11
e003019,0,0.25,나홀로 여행,코스트코 양재점,8
e003019,0,0.25,나홀로 여행,이마트 양재점,8
e003019,0,0.25,나홀로 여행,롯데백화점 강남점,8
e003019,0,0.25,나홀로 여행,서울역사박물관,8
e002248,1,0.25,나홀로 여행,롯데월드타워 롯데월드몰,10
e002248,1,0.25,나홀로 여행,석촌호수 서호,10
e002248,1,0.25,나홀로 여행,방이동 먹자골목,10
e008354,1,0.25,나홀로 여행,서울 식물원 식물 문화센터,11
e008354,1,0.25,나홀로 여행,마곡 문화관,11
e008354,1,0.25,나홀로 여행,서울 식물원,11
e007552,1,0.5,나홀로 여행,산정호수,15
e002260,1,0.0,나홀로 여행,수원천,5
e002260,1,0.0,나홀로 여행,수원 화성 봉돈,5
e002260,1,0.0,나홀로 여행,수원 화성 서장대,5
e002260,1,0.0,나홀로 여행,행리단길,5
e002260,1,0.0,나홀로 여행,정조대왕 동상,5
e002260,1,0.0,나홀로 여행,행궁에뜨왈,5
e002260,1,0.0,나홀로 여행,수원시립미술관,5
e002260,1,0.0,나홀로 여행,동북각루,5
e002260,1,0.0,나홀로 여행,화성행궁,5
e002260,1,0.0,나홀로 여행,화성행궁 매표소,5
e002506,0,0.25,2인 가족 여행,금사농협 산북 지점,7
e002506,0,0.25,2인 가족 여행,우리 주유소,7
e002506,0,0.25,2인 가족 여행,신세계 프리미엄 아울렛 여주,7
e009055,1,0.0,나홀로 여행,서울대공원,4
e009055,1,0.0,나홀로 여행,마이 알레 과천 빌리지 카페,4
