antecedents,consequents,support,confidence
frozenset({'협재해수욕장'}),frozenset({'CLUSTER_0'}),0.003155097974094985,0.10106382978723405
frozenset({'협재해수욕장'}),frozenset({'CLUSTER_-1'}),0.006476253736300232,0.2074468085106383
frozenset({'협재해수욕장'}),frozenset({'CLUSTER_3'}),0.01262039189637994,0.4042553191489362
frozenset({'이호 테우해수욕장'}),frozenset({'CLUSTER_1'}),0.005812022583859183,0.3181818181818182
frozenset({'이호 테우해수욕장'}),frozenset({'CLUSTER_3'}),0.007472600464961806,0.40909090909090906
frozenset({'이호 테우해수욕장'}),frozenset({'CLUSTER_-1'}),0.002324809033543673,0.12727272727272726
frozenset({'서귀포 매일 올레시장'}),frozenset({'CLUSTER_1'}),0.012122218532049154,0.26353790613718414
frozenset({'서귀포 매일 올레시장'}),frozenset({'CLUSTER_-1'}),0.010959814015277316,0.23826714801444043
frozenset({'서귀포 매일 올레시장'}),frozenset({'CLUSTER_3'}),0.0167718365991365,0.36462093862815886
frozenset({'혼인지'}),frozenset({'CLUSTER_1'}),0.0016605778811026237,0.1923076923076923
frozenset({'혼인지'}),frozenset({'CLUSTER_3'}),0.002656924609764198,0.3076923076923077
frozenset({'혼인지'}),frozenset({'CLUSTER_-1'}),0.0033211557622052474,0.3846153846153846
frozenset({'성산일출봉'}),frozenset({'CLUSTER_1'}),0.008136831617402857,0.31818181818181823
frozenset({'성산일출봉'}),frozenset({'CLUSTER_3'}),0.008136831617402857,0.31818181818181823
frozenset({'성산일출봉'}),frozenset({'CLUSTER_-1'}),0.00631019594818997,0.24675324675324675
frozenset({'김녕해수욕장'}),frozenset({'CLUSTER_1'}),0.004317502490866822,0.24761904761904763
frozenset({'김녕해수욕장'}),frozenset({'CLUSTER_-1'}),0.004815675855197609,0.2761904761904762
frozenset({'김녕해수욕장'}),frozenset({'CLUSTER_3'}),0.005479907007638658,0.3142857142857143
frozenset({'김녕해수욕장'}),frozenset({'CLUSTER_0'}),0.0018266356692128861,0.10476190476190476
frozenset({'제주동문시장'}),frozenset({'CLUSTER_1'}),0.01610760544669545,0.32659932659932656
frozenset({'제주동문시장'}),frozenset({'CLUSTER_-1'}),0.00979740949850548,0.19865319865319866
frozenset({'제주동문시장'}),frozenset({'CLUSTER_3'}),0.018266356692128862,0.3703703703703704
frozenset({'제주동문재래시장'}),frozenset({'CLUSTER_-1'}),0.0036532713384257723,0.3384615384615385
frozenset({'제주동문재래시장'}),frozenset({'CLUSTER_1'}),0.002656924609764198,0.24615384615384617
frozenset({'제주동문재래시장'}),frozenset({'CLUSTER_3'}),0.002656924609764198,0.24615384615384617
frozenset({'제주동문재래시장'}),frozenset({'CLUSTER_0'}),0.001328462304882099,0.12307692307692308
frozenset({'오설록 티 뮤지엄'}),frozenset({'CLUSTER_3'}),0.006642311524410495,0.3669724770642202
frozenset({'오설록 티 뮤지엄'}),frozenset({'CLUSTER_1'}),0.006476253736300232,0.3577981651376147
frozenset({'오설록 티 뮤지엄'}),frozenset({'CLUSTER_-1'}),0.0038193291265360345,0.21100917431192662
frozenset({'사계해변'}),frozenset({'CLUSTER_-1'}),0.0024908668216539354,0.2054794520547945
frozenset({'사계해변'}),frozenset({'CLUSTER_1'}),0.004151444702756559,0.3424657534246575
frozenset({'사계해변'}),frozenset({'CLUSTER_3'}),0.004483560278977084,0.3698630136986301
frozenset({'비자림'}),frozenset({'CLUSTER_3'}),0.0024908668216539354,0.24590163934426226
frozenset({'비자림'}),frozenset({'CLUSTER_1'}),0.0038193291265360345,0.3770491803278688
frozenset({'비자림'}),frozenset({'CLUSTER_-1'}),0.002656924609764198,0.26229508196721313
frozenset({'카멜리아힐'}),frozenset({'CLUSTER_1'}),0.002324809033543673,0.2641509433962264
frozenset({'카멜리아힐'}),frozenset({'CLUSTER_3'}),0.0036532713384257723,0.41509433962264153
frozenset({'카멜리아힐'}),frozenset({'CLUSTER_-1'}),0.0014945200929923613,0.16981132075471697
frozenset({'섭지코지'}),frozenset({'CLUSTER_3'}),0.004815675855197609,0.3295454545454546
frozenset({'섭지코지'}),frozenset({'CLUSTER_1'}),0.004317502490866822,0.29545454545454547
frozenset({'섭지코지'}),frozenset({'CLUSTER_-1'}),0.0038193291265360345,0.26136363636363635
frozenset({'아쿠아 플라넷 제주'}),frozenset({'CLUSTER_1'}),0.0018266356692128861,0.20370370370370372
frozenset({'아쿠아 플라넷 제주'}),frozenset({'CLUSTER_-1'}),0.002656924609764198,0.29629629629629634
frozenset({'아쿠아 플라넷 제주'}),frozenset({'CLUSTER_3'}),0.0029890401859847225,0.3333333333333333
frozenset({'도두동 무지개 해안도로'}),frozenset({'CLUSTER_3'}),0.005812022583859183,0.368421052631579
frozenset({'도두동 무지개 해안도로'}),frozenset({'CLUSTER_1'}),0.004981733643307871,0.3157894736842105
frozenset({'도두동 무지개 해안도로'}),frozenset({'CLUSTER_-1'}),0.0028229823978744603,0.17894736842105263
